return_id,order_id,order_item_id,customer_id,product_id,seller_id,return_date,days_after_delivery,return_type,return_reason,return_channel,return_status,refund_status,refund_amount,reverse_shipping_cost,pickup_status,pickup_date,quality_check_status,return_condition,replacement_requested,replacement_status
1004,6997,14033,2750,1834,357,2024-01-25,19,Refund,Changed Mind,Website,Pickup Scheduled,Pending,1859.73,177.14,Scheduled,2024-01-28,Pending,Opened,False,Not Applicable
1005,7001,14045,3748,2110,415,2024-01-30,24,Replacement,Wrong Product,Mobile App,Pickup Scheduled,Not Applicable,0.0,153.53,Completed,2024-02-02,Passed,Opened,True,Processing
1006,7014,14074,214,506,103,2024-01-27,23,Refund,Product Not As Expected,Website,Completed,Completed,1704.22,152.49,Completed,2024-01-28,Pending,Opened,False,Not Applicable
1007,7020,14088,2603,1244,247,2024-01-23,17,Replacement,Damaged Product,Mobile App,Picked Up,Not Applicable,0.0,88.19,Completed,2024-01-24,Passed,Used,True,Requested
1008,7020,14089,2603,1952,381,2024-01-29,23,Refund,Product Not As Expected,Website,Completed,Completed,71385.66,142.14,Completed,2024-01-31,Passed,Damaged,False,Not Applicable
1009,7023,14094,3940,1177,235,2024-01-26,22,Refund,Changed Mind,Website,Pickup Scheduled,Processing,875.53,175.66,Scheduled,2024-01-29,Pending,Opened,False,Not Applicable
1010,7028,14101,6720,1033,207,2024-01-25,18,Refund,Changed Mind,Mobile App,Completed,Completed,16527.24,83.45,Completed,2024-01-26,Pending,Used,False,Not Applicable
1011,7041,14126,3492,636,128,2024-01-16,13,Refund,Changed Mind,Website,Pickup Scheduled,Pending,1444.65,92.21,Completed,2024-01-19,Pending,Unused,False,Not Applicable
1012,7050,14146,6905,1019,204,2024-01-29,25,Refund,Product Not As Expected,Website,Pickup Scheduled,Pending,2461.39,91.23,Completed,2024-01-30,Failed,Damaged,False,Not Applicable
1013,7051,14147,7567,534,109,2024-01-26,20,Refund,Changed Mind,Customer Support,Completed,Completed,39966.72,149.6,Completed,2024-01-28,Pending,Unused,False,Not Applicable
1014,7052,14149,7586,1290,257,2024-01-23,20,Replacement,Late Delivery,Website,Approved,Not Applicable,0.0,70.37,Scheduled,2024-01-26,Pending,Unused,True,Processing
1015,7054,14153,7787,2075,409,2024-01-24,20,Refund,Late Delivery,Website,Picked Up,Pending,890.79,113.29,Completed,2024-01-26,Failed,Damaged,False,Not Applicable
1016,7060,14167,1224,2045,400,2024-01-18,11,Refund,Changed Mind,Website,Completed,Completed,36987.87,51.05,Completed,2024-01-20,Passed,Unused,False,Not Applicable
1017,7063,14171,2008,1472,291,2024-01-31,23,Replacement,Damaged Product,Website,Approved,Not Applicable,0.0,79.82,Pending,,Pending,Used,True,Processing
1018,7064,14174,2256,768,155,2024-01-12,7,Replacement,Damaged Product,Mobile App,Approved,Not Applicable,0.0,72.86,Scheduled,2024-01-15,Pending,Damaged,True,Cancelled
1019,7067,14180,2511,1144,228,2024-02-05,29,Refund,Product Not As Expected,Website,Approved,Pending,51242.92,105.13,Pending,,Pending,Unused,False,Not Applicable
1020,7074,14198,4666,1064,213,2024-01-26,21,Refund,Product Not As Expected,Website,Picked Up,Processing,1628.88,155.8,Scheduled,2024-01-28,Pending,Damaged,False,Not Applicable
1021,7077,14204,5299,937,187,2024-01-24,13,Refund,Size/Fit Issue,Mobile App,Picked Up,Pending,31929.46,146.84,Completed,2024-01-27,Passed,Used,False,Not Applicable
1022,7088,14224,8433,82,16,2024-01-15,5,Replacement,Product Not As Expected,Website,Approved,Not Applicable,0.0,77.45,Pending,,Pending,Unused,True,Cancelled
1023,7089,14229,8482,1751,343,2024-02-05,29,Refund,Changed Mind,Website,Completed,Completed,2640.05,93.11,Completed,2024-02-06,Passed,Damaged,False,Not Applicable
1024,7094,14237,38,1136,227,2024-01-21,15,Replacement,Wrong Product,Mobile App,Picked Up,Not Applicable,0.0,113.67,Scheduled,2024-01-23,Pending,Damaged,True,Requested
1025,7099,14249,2440,290,58,2024-01-16,5,Exchange,Changed Mind,Mobile App,Completed,Not Applicable,0.0,47.18,Completed,2024-01-17,Passed,Unused,True,Processing
1026,7101,14252,2750,2028,396,2024-02-07,28,Refund,Size/Fit Issue,Mobile App,Requested,Processing,19439.99,152.32,Pending,,Pending,Opened,False,Not Applicable
1027,7102,14253,4025,389,77,2024-02-08,27,Refund,Changed Mind,Website,Completed,Completed,44063.68,37.06,Completed,2024-02-11,Pending,Unused,False,Not Applicable
1028,7118,14291,9404,785,158,2024-01-27,16,Refund,Missing Parts,Website,Completed,Completed,4793.59,81.04,Completed,2024-01-28,Pending,Used,False,Not Applicable
1029,7119,14292,93,432,88,2024-02-02,28,Replacement,Damaged Product,Mobile App,Pickup Scheduled,Not Applicable,0.0,107.49,Scheduled,2024-02-05,Pending,Damaged,True,Processing
1030,7120,14295,2038,1542,305,2024-01-22,12,Exchange,Wrong Product,Customer Support,Picked Up,Not Applicable,0.0,127.71,Completed,2024-01-23,Passed,Damaged,True,Requested
1031,7136,14327,1143,2357,462,2024-02-04,25,Exchange,Changed Mind,Website,Completed,Not Applicable,0.0,39.96,Completed,2024-02-06,Failed,Damaged,True,Requested
1032,7146,14348,6494,1204,240,2024-01-29,19,Replacement,Quality Issue,Customer Support,Pickup Scheduled,Not Applicable,0.0,56.26,Completed,2024-02-01,Passed,Opened,True,Processing
1033,7148,14352,7351,888,178,2024-01-22,12,Replacement,Missing Parts,Website,Approved,Not Applicable,0.0,74.98,Scheduled,2024-01-23,Pending,Damaged,True,Processing
1034,7156,14368,6140,205,41,2024-01-17,1,Refund,Damaged Product,Mobile App,Completed,Completed,13755.12,126.83,Completed,2024-01-19,Passed,Unused,False,Not Applicable
1035,7162,14378,8322,1965,383,2024-01-30,19,Refund,Product Not As Expected,Website,Picked Up,Processing,66084.84,118.72,Scheduled,2024-02-02,Pending,Opened,False,Not Applicable
1036,7165,14386,8631,1271,254,2024-01-16,5,Refund,Quality Issue,Customer Support,Completed,Completed,42827.99,136.06,Completed,2024-01-19,Passed,Damaged,False,Not Applicable
1037,7171,14399,1215,375,73,2024-01-18,5,Exchange,Damaged Product,Mobile App,Completed,Not Applicable,0.0,132.01,Completed,2024-01-19,Pending,Opened,True,Processing
1038,7174,14403,2436,421,85,2024-02-14,29,Exchange,Product Not As Expected,Website,Completed,Not Applicable,0.0,101.15,Completed,2024-02-16,Passed,Unused,True,Requested
1039,7175,14405,2476,644,130,2024-01-21,5,Replacement,Changed Mind,Mobile App,Approved,Not Applicable,0.0,66.8,Scheduled,2024-01-22,Pending,Opened,True,Processing
1040,7177,14407,2636,481,98,2024-01-21,10,Replacement,Product Not As Expected,Website,Completed,Not Applicable,0.0,46.51,Completed,2024-01-22,Passed,Damaged,True,Requested
1041,7187,14429,6648,589,119,2024-01-20,7,Exchange,Late Delivery,Mobile App,Rejected,Not Applicable,0.0,81.49,Failed,,Pending,Opened,True,Completed
1042,7196,14448,9946,467,96,2024-02-15,30,Refund,Product Not As Expected,Website,Pickup Scheduled,Processing,260.62,52.32,Completed,2024-02-17,Passed,Opened,False,Not Applicable
1043,7202,14460,2264,1393,277,2024-02-10,28,Replacement,Late Delivery,Mobile App,Approved,Not Applicable,0.0,127.59,Pending,,Pending,Damaged,True,Cancelled
1044,7205,14463,4175,61,12,2024-02-01,17,Replacement,Damaged Product,Mobile App,Picked Up,Not Applicable,0.0,78.69,Completed,2024-02-02,Pending,Opened,True,Requested
1045,7221,14496,1911,430,88,2024-01-24,7,Refund,Product Not As Expected,Website,Rejected,Not Applicable,0.0,166.49,Failed,,Pending,Used,False,Not Applicable
1046,7222,14497,2272,1462,290,2024-01-21,11,Exchange,Quality Issue,Website,Approved,Not Applicable,0.0,34.1,Pending,,Pending,Used,True,Processing
1047,7223,14499,2393,538,109,2024-01-27,11,Refund,Changed Mind,Mobile App,Pickup Scheduled,Processing,11241.6,49.31,Completed,2024-01-28,Passed,Opened,False,Not Applicable
1048,7225,14502,2780,1264,252,2024-01-29,11,Refund,Changed Mind,Mobile App,Rejected,Not Applicable,0.0,37.08,Failed,,Pending,Opened,False,Not Applicable
1049,7230,14513,6455,264,54,2024-01-19,3,Refund,Late Delivery,Mobile App,Approved,Pending,5062.74,64.17,Pending,,Pending,Opened,False,Not Applicable
1050,7239,14533,1839,848,169,2024-01-22,9,Refund,Changed Mind,Mobile App,Pickup Scheduled,Pending,1209.96,125.5,Completed,2024-01-23,Passed,Damaged,False,Not Applicable
1051,7253,14554,10,88,17,2024-01-27,16,Replacement,Missing Parts,Mobile App,Pickup Scheduled,Not Applicable,0.0,92.47,Scheduled,2024-01-30,Pending,Unused,True,Cancelled
1052,7291,14635,2038,72,14,2024-02-11,23,Refund,Wrong Product,Customer Support,Completed,Processing,2924.11,173.84,Completed,2024-02-14,Passed,Damaged,False,Not Applicable
1053,7291,14637,2038,1346,268,2024-02-17,29,Refund,Missing Parts,Mobile App,Completed,Completed,3450.5,118.82,Completed,2024-02-19,Passed,Opened,False,Not Applicable
1054,7307,14669,2280,1792,350,2024-02-10,22,Refund,Product Not As Expected,Customer Support,Completed,Completed,45638.14,97.72,Completed,2024-02-13,Passed,Damaged,False,Not Applicable
1055,7313,14679,5073,1657,326,2024-02-06,13,Refund,Late Delivery,Mobile App,Pickup Scheduled,Processing,5513.22,139.71,Scheduled,2024-02-09,Pending,Used,False,Not Applicable
1056,7314,14680,6718,916,183,2024-02-10,25,Refund,Quality Issue,Customer Support,Approved,Pending,87730.77,154.98,Scheduled,2024-02-13,Pending,Damaged,False,Not Applicable
1057,7316,14686,8118,281,56,2024-02-10,19,Refund,Wrong Product,Website,Completed,Completed,2606.13,35.65,Completed,2024-02-12,Passed,Opened,False,Not Applicable
1058,7322,14698,154,1391,276,2024-02-18,28,Refund,Missing Parts,Website,Completed,Pending,21177.21,157.98,Completed,2024-02-21,Passed,Damaged,False,Not Applicable
1059,7325,14703,1110,393,79,2024-01-27,3,Replacement,Missing Parts,Mobile App,Completed,Not Applicable,0.0,68.67,Completed,2024-01-28,Failed,Damaged,True,Processing
1060,7328,14710,1898,1021,205,2024-02-03,11,Refund,Product Not As Expected,Mobile App,Pickup Scheduled,Pending,26885.7,38.81,Completed,2024-02-06,Pending,Damaged,False,Not Applicable
1061,7341,14739,8472,4,1,2024-02-18,30,Replacement,Product Not As Expected,Website,Rejected,Not Applicable,0.0,87.08,Failed,,Pending,Used,True,Cancelled
1062,7342,14742,8666,525,107,2024-02-07,18,Replacement,Product Not As Expected,Mobile App,Requested,Not Applicable,0.0,147.37,Pending,,Pending,Damaged,True,Requested
1063,7346,14751,486,1360,270,2024-02-17,23,Refund,Changed Mind,Mobile App,Completed,Completed,11236.32,88.28,Completed,2024-02-20,Passed,Opened,False,Not Applicable
1064,7351,14760,2160,1390,276,2024-01-28,5,Replacement,Damaged Product,Customer Support,Approved,Not Applicable,0.0,93.89,Scheduled,2024-01-31,Pending,Used,True,Completed
1065,7354,14768,3201,2034,398,2024-01-23,4,Refund,Product Not As Expected,Mobile App,Completed,Completed,2825.62,61.23,Completed,2024-01-26,Failed,Damaged,False,Not Applicable
1066,7368,14794,1697,475,97,2024-02-16,27,Refund,Changed Mind,Website,Completed,Processing,7232.36,161.54,Completed,2024-02-19,Passed,Unused,False,Not Applicable
1067,7368,14795,1697,1163,233,2024-02-10,21,Exchange,Late Delivery,Website,Pickup Scheduled,Not Applicable,0.0,100.76,Completed,2024-02-11,Passed,Opened,True,Requested
1068,7380,14816,6372,1367,271,2024-02-02,9,Refund,Wrong Product,Mobile App,Completed,Completed,4204.34,135.68,Completed,2024-02-03,Passed,Unused,False,Not Applicable
1069,7383,14821,7714,883,177,2024-02-22,28,Exchange,Quality Issue,Customer Support,Pickup Scheduled,Not Applicable,0.0,148.73,Completed,2024-02-23,Passed,Opened,True,Requested
1070,7387,14828,9083,1717,337,2024-02-12,25,Refund,Damaged Product,Customer Support,Approved,Pending,9304.18,164.24,Pending,,Pending,Unused,False,Not Applicable
1071,7390,14834,9845,2484,487,2024-02-04,11,Replacement,Late Delivery,Website,Approved,Not Applicable,0.0,100.43,Pending,,Pending,Used,True,Completed
1072,7409,14876,8750,2461,482,2024-02-22,25,Refund,Product Not As Expected,Mobile App,Picked Up,Processing,8268.55,83.89,Completed,2024-02-25,Passed,Used,False,Not Applicable
1073,7412,14880,9102,1801,352,2024-01-31,3,Replacement,Changed Mind,Mobile App,Pickup Scheduled,Not Applicable,0.0,96.61,Scheduled,2024-02-02,Pending,Used,True,Completed
1074,7412,14881,9102,2161,424,2024-02-10,13,Refund,Size/Fit Issue,Customer Support,Pickup Scheduled,Processing,13099.57,51.0,Scheduled,2024-02-12,Pending,Unused,False,Not Applicable
1075,7413,14883,9331,1607,318,2024-02-02,9,Refund,Late Delivery,Website,Completed,Completed,4781.72,98.97,Completed,2024-02-04,Passed,Used,False,Not Applicable
1076,7431,14920,6701,1995,388,2024-01-31,6,Replacement,Changed Mind,Mobile App,Picked Up,Not Applicable,0.0,179.51,Completed,2024-02-01,Passed,Unused,True,Processing
1077,7448,14957,4230,2356,462,2024-01-27,3,Refund,Damaged Product,Customer Support,Picked Up,Processing,4106.37,164.98,Scheduled,2024-01-30,Pending,Opened,False,Not Applicable
1078,7455,14971,6854,2378,466,2024-02-12,18,Replacement,Size/Fit Issue,Mobile App,Completed,Not Applicable,0.0,116.47,Completed,2024-02-13,Passed,Unused,True,Requested
1079,7459,14978,8044,1481,293,2024-02-15,21,Refund,Quality Issue,Mobile App,Completed,Completed,5440.14,137.33,Completed,2024-02-16,Passed,Damaged,False,Not Applicable
1080,7460,14981,8065,1198,238,2024-02-18,24,Refund,Quality Issue,Mobile App,Rejected,Not Applicable,0.0,116.91,Failed,,Pending,Damaged,False,Not Applicable
1081,7468,14999,3664,2218,434,2024-02-08,11,Refund,Wrong Product,Website,Pickup Scheduled,Processing,1087.71,122.24,Scheduled,2024-02-11,Pending,Unused,False,Not Applicable
1082,7478,15022,6375,1630,322,2024-01-25,1,Replacement,Wrong Product,Website,Approved,Not Applicable,0.0,129.33,Scheduled,2024-01-27,Pending,Unused,True,Cancelled
1083,7497,15060,5852,1058,212,2024-02-24,24,Refund,Changed Mind,Website,Completed,Completed,18961.03,135.46,Completed,2024-02-27,Pending,Opened,False,Not Applicable
1084,7498,15061,6035,54,11,2024-02-08,5,Refund,Product Not As Expected,Website,Pickup Scheduled,Processing,11766.87,143.24,Completed,2024-02-11,Passed,Damaged,False,Not Applicable
1085,7502,15071,8062,1703,335,2024-02-11,11,Replacement,Damaged Product,Mobile App,Completed,Not Applicable,0.0,150.57,Completed,2024-02-12,Passed,Unused,True,Cancelled
1086,7517,15105,6413,759,153,2024-02-14,14,Replacement,Product Not As Expected,Website,Pickup Scheduled,Not Applicable,0.0,51.45,Completed,2024-02-16,Passed,Used,True,Requested
1087,7525,15127,2093,2295,450,2024-02-02,5,Replacement,Changed Mind,Mobile App,Approved,Not Applicable,0.0,175.87,Pending,,Pending,Used,True,Completed
1088,7535,15149,7318,926,185,2024-02-17,19,Replacement,Damaged Product,Website,Approved,Not Applicable,0.0,31.76,Scheduled,2024-02-19,Pending,Damaged,True,Cancelled
1089,7538,15157,9413,1018,204,2024-02-04,3,Exchange,Missing Parts,Mobile App,Completed,Not Applicable,0.0,48.98,Completed,2024-02-05,Passed,Used,True,Completed
1090,7548,15177,4429,1071,214,2024-02-14,11,Replacement,Quality Issue,Website,Approved,Not Applicable,0.0,167.58,Pending,,Pending,Unused,True,Completed
1091,7549,15180,4481,1211,241,2024-03-05,28,Refund,Quality Issue,Website,Approved,Pending,5180.19,37.49,Pending,,Pending,Used,False,Not Applicable
1092,7551,15183,5147,975,195,2024-02-08,4,Replacement,Wrong Product,Mobile App,Approved,Not Applicable,0.0,172.75,Pending,,Pending,Unused,True,Processing
1093,7556,15193,7999,657,132,2024-02-03,2,Refund,Product Not As Expected,Mobile App,Requested,Processing,39921.39,155.05,Pending,,Pending,Opened,False,Not Applicable
1094,7560,15204,1265,1263,252,2024-03-02,30,Refund,Product Not As Expected,Mobile App,Completed,Processing,3851.36,43.68,Completed,2024-03-04,Passed,Unused,False,Not Applicable
1095,7561,15206,1596,1255,250,2024-03-02,29,Refund,Size/Fit Issue,Mobile App,Completed,Completed,1592.82,102.56,Completed,2024-03-05,Passed,Opened,False,Not Applicable
1096,7569,15225,6791,767,154,2024-02-15,11,Replacement,Late Delivery,Mobile App,Pickup Scheduled,Not Applicable,0.0,118.21,Scheduled,2024-02-17,Pending,Used,True,Requested
1097,7576,15245,9268,2049,402,2024-02-23,22,Refund,Product Not As Expected,Mobile App,Completed,Completed,2172.29,30.97,Completed,2024-02-24,Pending,Opened,False,Not Applicable
1098,7583,15260,2233,122,23,2024-02-19,12,Replacement,Damaged Product,Mobile App,Completed,Not Applicable,0.0,45.97,Completed,2024-02-22,Passed,Used,True,Cancelled
1099,7600,15295,6745,783,157,2024-02-22,15,Exchange,Wrong Product,Website,Approved,Not Applicable,0.0,131.27,Scheduled,2024-02-23,Pending,Opened,True,Completed
1100,7619,15334,4550,417,84,2024-02-29,20,Replacement,Wrong Product,Customer Support,Approved,Not Applicable,0.0,147.05,Scheduled,2024-03-03,Pending,Used,True,Processing
1101,7627,15348,6784,155,31,2024-02-09,1,Refund,Product Not As Expected,Mobile App,Approved,Pending,46107.32,103.93,Pending,,Pending,Used,False,Not Applicable
1102,7629,15355,7603,2196,430,2024-02-28,23,Replacement,Damaged Product,Mobile App,Approved,Not Applicable,0.0,82.3,Pending,,Pending,Opened,True,Cancelled
1103,7649,15391,1945,1393,277,2024-02-13,7,Refund,Changed Mind,Website,Rejected,Not Applicable,0.0,93.49,Failed,,Pending,Damaged,False,Not Applicable
1104,7657,15403,4408,702,142,2024-03-04,26,Refund,Product Not As Expected,Website,Completed,Pending,4998.16,75.63,Completed,2024-03-06,Passed,Unused,False,Not Applicable
1105,7670,15433,1971,2049,402,2024-03-12,30,Refund,Size/Fit Issue,Website,Completed,Completed,1930.92,108.16,Completed,2024-03-13,Pending,Damaged,False,Not Applicable
1106,7676,15444,6958,2514,493,2024-02-27,18,Replacement,Damaged Product,Website,Completed,Not Applicable,0.0,168.52,Completed,2024-02-28,Passed,Opened,True,Requested
1107,7690,15469,2648,1083,216,2024-02-23,12,Exchange,Wrong Product,Mobile App,Approved,Not Applicable,0.0,31.26,Scheduled,2024-02-26,Pending,Opened,True,Processing
1108,7707,15506,2705,695,140,2024-03-02,24,Replacement,Product Not As Expected,Mobile App,Completed,Not Applicable,0.0,93.77,Completed,2024-03-04,Passed,Opened,True,Processing
1109,7710,15510,4789,232,47,2024-03-05,23,Replacement,Changed Mind,Mobile App,Pickup Scheduled,Not Applicable,0.0,73.72,Completed,2024-03-07,Passed,Unused,True,Cancelled
1110,7735,15561,9709,608,123,2024-03-12,28,Replacement,Wrong Product,Website,Completed,Not Applicable,0.0,114.18,Completed,2024-03-13,Passed,Opened,True,Cancelled
1111,7737,15565,202,48,10,2024-02-20,8,Replacement,Late Delivery,Mobile App,Completed,Not Applicable,0.0,125.04,Completed,2024-02-21,Pending,Opened,True,Completed
1112,7738,15566,1086,221,44,2024-03-05,17,Refund,Changed Mind,Mobile App,Completed,Completed,493.09,52.39,Completed,2024-03-06,Passed,Used,False,Not Applicable
1113,7741,15573,1913,1579,312,2024-02-19,6,Replacement,Changed Mind,Website,Requested,Not Applicable,0.0,147.82,Pending,,Pending,Opened,True,Completed
1114,7747,15584,5392,896,180,2024-03-12,26,Refund,Product Not As Expected,Mobile App,Completed,Completed,4770.13,165.19,Completed,2024-03-14,Passed,Used,False,Not Applicable
1115,7769,15623,6416,184,37,2024-03-09,22,Replacement,Late Delivery,Mobile App,Picked Up,Not Applicable,0.0,128.53,Completed,2024-03-10,Passed,Damaged,True,Processing
1116,7775,15632,8057,76,15,2024-02-15,1,Replacement,Wrong Product,Website,Completed,Not Applicable,0.0,119.38,Completed,2024-02-17,Failed,Damaged,True,Requested
1117,7777,15637,8317,1910,372,2024-02-23,7,Refund,Late Delivery,Website,Completed,Completed,3134.3,167.2,Completed,2024-02-26,Passed,Opened,False,Not Applicable
1118,7781,15646,9436,2216,434,2024-03-06,18,Exchange,Changed Mind,Mobile App,Requested,Not Applicable,0.0,131.49,Scheduled,2024-03-07,Pending,Used,True,Requested
1119,7788,15657,4549,1608,318,2024-03-18,30,Refund,Product Not As Expected,Website,Approved,Pending,2990.34,123.07,Pending,,Pending,Damaged,False,Not Applicable
1120,7789,15660,4618,2345,460,2024-03-13,24,Replacement,Missing Parts,Mobile App,Approved,Not Applicable,0.0,179.06,Scheduled,2024-03-16,Pending,Unused,True,Completed
1121,7800,15682,9688,1603,318,2024-03-08,20,Replacement,Late Delivery,Mobile App,Completed,Not Applicable,0.0,154.32,Completed,2024-03-09,Pending,Used,True,Completed
1122,7820,15727,6754,1,1,2024-03-13,28,Refund,Wrong Product,Customer Support,Completed,Completed,562.94,76.61,Completed,2024-03-15,Failed,Damaged,False,Not Applicable
1123,7820,15728,6754,550,111,2024-02-25,11,Replacement,Late Delivery,Mobile App,Completed,Not Applicable,0.0,96.11,Completed,2024-02-26,Failed,Damaged,True,Cancelled
1124,7826,15738,9941,1011,202,2024-03-09,17,Refund,Product Not As Expected,Mobile App,Completed,Processing,7188.72,90.11,Completed,2024-03-10,Passed,Opened,False,Not Applicable
1125,7832,15753,1963,2121,417,2024-03-11,23,Refund,Wrong Product,Website,Picked Up,Pending,3562.88,127.03,Scheduled,2024-03-14,Pending,Opened,False,Not Applicable
1126,7836,15762,3892,2547,499,2024-03-11,21,Replacement,Late Delivery,Mobile App,Completed,Not Applicable,0.0,32.37,Completed,2024-03-12,Passed,Unused,True,Completed
1127,7845,15777,8317,1768,346,2024-03-01,15,Refund,Damaged Product,Website,Approved,Pending,11124.42,139.67,Pending,,Pending,Unused,False,Not Applicable
1128,7856,15802,2960,1281,256,2024-02-28,9,Refund,Changed Mind,Mobile App,Requested,Processing,17115.79,113.24,Pending,,Pending,Damaged,False,Not Applicable
1129,7857,15803,3739,661,133,2024-02-27,7,Replacement,Quality Issue,Website,Pickup Scheduled,Not Applicable,0.0,97.89,Scheduled,2024-03-01,Pending,Used,True,Cancelled
1130,7863,15816,5130,2261,444,2024-03-08,23,Replacement,Changed Mind,Website,Approved,Not Applicable,0.0,163.3,Pending,,Pending,Unused,True,Requested
1131,7865,15820,7117,1790,350,2024-03-18,28,Replacement,Damaged Product,Mobile App,Approved,Not Applicable,0.0,53.95,Pending,,Pending,Unused,True,Completed
1132,7865,15821,7117,2051,402,2024-02-27,8,Refund,Wrong Product,Website,Picked Up,Pending,14990.88,132.77,Scheduled,2024-03-01,Pending,Opened,False,Not Applicable
1133,7867,15824,7882,542,110,2024-03-14,25,Replacement,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,110.62,Completed,2024-03-15,Passed,Unused,True,Processing
1134,7874,15838,1503,168,34,2024-03-04,12,Refund,Product Not As Expected,Mobile App,Approved,Pending,4695.6,47.12,Scheduled,2024-03-05,Pending,Damaged,False,Not Applicable
1135,7875,15842,2155,1432,284,2024-03-17,21,Replacement,Wrong Product,Mobile App,Completed,Not Applicable,0.0,144.71,Completed,2024-03-18,Passed,Used,True,Requested
1136,7886,15864,6041,1630,322,2024-03-06,15,Refund,Wrong Product,Website,Completed,Completed,23285.8,156.97,Completed,2024-03-09,Passed,Opened,False,Not Applicable
1137,7894,15882,2544,1364,271,2024-03-11,24,Refund,Wrong Product,Website,Completed,Completed,1864.79,162.86,Completed,2024-03-13,Passed,Damaged,False,Not Applicable
1138,7896,15886,3835,2102,413,2024-03-14,22,Refund,Changed Mind,Website,Completed,Completed,309.66,86.19,Completed,2024-03-15,Passed,Unused,False,Not Applicable
1139,7903,15902,7516,253,52,2024-02-29,9,Refund,Late Delivery,Mobile App,Pickup Scheduled,Processing,70260.93,112.68,Scheduled,2024-03-01,Pending,Damaged,False,Not Applicable
1140,7905,15905,9174,482,99,2024-03-12,18,Refund,Product Not As Expected,Mobile App,Completed,Completed,14937.24,116.5,Completed,2024-03-15,Passed,Used,False,Not Applicable
1141,7909,15917,681,321,64,2024-03-05,11,Refund,Size/Fit Issue,Customer Support,Approved,Pending,7109.99,116.85,Scheduled,2024-03-08,Pending,Opened,False,Not Applicable
1142,7914,15927,3913,1405,279,2024-03-13,18,Refund,Changed Mind,Website,Completed,Completed,1670.28,108.87,Completed,2024-03-15,Passed,Damaged,False,Not Applicable
1143,7927,15954,1964,1391,276,2024-02-24,3,Refund,Quality Issue,Mobile App,Completed,Processing,17833.44,55.22,Completed,2024-02-26,Passed,Unused,False,Not Applicable
1144,7934,15967,5538,456,93,2024-03-12,19,Replacement,Product Not As Expected,Website,Approved,Not Applicable,0.0,134.65,Pending,,Pending,Damaged,True,Processing
1145,7941,15983,7870,1440,286,2024-03-17,20,Replacement,Damaged Product,Website,Pickup Scheduled,Not Applicable,0.0,101.43,Scheduled,2024-03-19,Pending,Unused,True,Processing
1146,7957,16015,582,1419,282,2024-03-14,20,Replacement,Late Delivery,Website,Approved,Not Applicable,0.0,160.15,Pending,,Pending,Used,True,Cancelled
1147,7967,16038,5948,1442,287,2024-03-02,8,Refund,Product Not As Expected,Website,Completed,Completed,369292.63,127.59,Completed,2024-03-05,Passed,Unused,False,Not Applicable
1148,7977,16059,2656,1541,305,2024-03-24,29,Refund,Changed Mind,Mobile App,Rejected,Not Applicable,0.0,97.92,Failed,,Pending,Damaged,False,Not Applicable
1149,7980,16065,4838,1403,279,2024-03-24,30,Refund,Damaged Product,Website,Approved,Processing,6044.67,151.61,Pending,,Pending,Opened,False,Not Applicable
1150,7980,16066,4838,1597,316,2024-03-16,22,Exchange,Missing Parts,Mobile App,Approved,Not Applicable,0.0,127.32,Scheduled,2024-03-17,Pending,Unused,True,Requested
1151,7985,16079,7357,589,119,2024-03-19,20,Refund,Product Not As Expected,Website,Pickup Scheduled,Pending,672.89,128.61,Scheduled,2024-03-22,Pending,Damaged,False,Not Applicable
1152,7999,16107,4420,1635,323,2024-03-26,29,Replacement,Product Not As Expected,Mobile App,Requested,Not Applicable,0.0,142.4,Scheduled,2024-03-28,Pending,Used,True,Processing
1153,8014,16136,2701,1661,327,2024-03-21,20,Replacement,Wrong Product,Mobile App,Completed,Not Applicable,0.0,30.33,Completed,2024-03-24,Passed,Opened,True,Completed
1154,8024,16156,5411,24,5,2024-03-16,14,Replacement,Quality Issue,Mobile App,Pickup Scheduled,Not Applicable,0.0,171.57,Scheduled,2024-03-19,Pending,Opened,True,Cancelled
1155,8028,16163,7747,1141,228,2024-03-30,28,Refund,Late Delivery,Website,Rejected,Not Applicable,0.0,121.32,Failed,,Pending,Used,False,Not Applicable
1156,8040,16182,1811,736,148,2024-03-13,15,Refund,Damaged Product,Mobile App,Picked Up,Processing,1138.64,61.84,Completed,2024-03-14,Passed,Damaged,False,Not Applicable
1157,8047,16198,4465,636,128,2024-03-26,28,Replacement,Wrong Product,Mobile App,Pickup Scheduled,Not Applicable,0.0,33.95,Completed,2024-03-29,Passed,Unused,True,Requested
1158,8053,16212,7810,961,193,2024-03-14,11,Refund,Changed Mind,Customer Support,Completed,Completed,3084.9,69.11,Completed,2024-03-16,Passed,Used,False,Not Applicable
1159,8062,16231,3769,827,166,2024-03-11,11,Replacement,Changed Mind,Mobile App,Pickup Scheduled,Not Applicable,0.0,149.31,Completed,2024-03-12,Pending,Used,True,Processing
1160,8073,16255,156,1909,371,2024-03-13,14,Replacement,Quality Issue,Website,Approved,Not Applicable,0.0,59.38,Scheduled,2024-03-16,Pending,Unused,True,Cancelled
1161,8089,16283,8009,365,72,2024-03-10,7,Replacement,Quality Issue,Website,Approved,Not Applicable,0.0,106.3,Pending,,Pending,Used,True,Cancelled
