inventory_id,product_id,stock_quantity,reorder_level,last_restock_date
930,930,113,10,2026-07-09
931,931,144,20,2026-05-18
932,932,8,25,2026-06-27
933,933,148,20,2026-07-04
934,934,10,15,2026-07-01
935,935,130,15,2026-07-24
936,936,129,10,2026-05-06
937,937,109,15,2026-05-08
938,938,167,10,2026-07-10
939,939,41,10,2026-05-30
940,940,25,20,2026-05-20
941,941,91,10,2026-05-12
942,942,77,15,2026-07-05
943,943,58,25,2026-07-14
944,944,112,15,2026-07-08
945,945,86,10,2026-07-10
946,946,98,15,2026-05-31
947,947,50,20,2026-07-03
948,948,45,10,2026-07-15
949,949,33,10,2026-04-26
950,950,114,15,2026-06-20
951,951,4,15,2026-05-10
952,952,245,15,2026-07-03
953,953,69,25,2026-05-16
954,954,21,10,2026-05-05
955,955,44,10,2026-07-09
956,956,98,10,2026-07-18
957,957,60,10,2026-07-13
958,958,121,15,2026-07-25
959,959,37,25,2026-07-02
960,960,109,10,2026-06-11
961,961,44,15,2026-07-25
962,962,72,15,2026-07-09
963,963,34,20,2026-02-17
964,964,93,10,2026-07-13
965,965,118,10,2026-07-01
966,966,275,25,2026-05-26
967,967,2,15,2026-06-11
968,968,157,20,2026-07-14
969,969,44,20,2026-07-16
970,970,6,10,2026-02-25
971,971,151,25,2026-07-02
972,972,137,15,2026-07-02
973,973,235,10,2026-07-18
974,974,282,10,2026-06-26
975,975,8,15,2026-05-22
976,976,346,15,2026-06-27
977,977,394,25,2026-07-01
978,978,243,15,2026-06-17
979,979,7,15,2026-07-09
980,980,451,20,2026-07-22
981,981,335,10,2026-07-04
982,982,99,10,2026-06-28
983,983,95,10,2026-07-06
984,984,48,15,2026-07-03
985,985,71,25,2026-07-20
986,986,150,15,2026-07-22
987,987,127,10,2026-07-13
988,988,58,15,2026-07-12
989,989,100,20,2026-07-08
990,990,32,15,2026-06-22
991,991,85,15,2026-05-28
992,992,173,15,2026-06-26
993,993,216,10,2026-06-28
994,994,141,15,2026-05-22
995,995,185,15,2026-05-25
996,996,268,25,2026-07-16
997,997,114,25,2026-04-27
998,998,423,15,2026-06-26
999,999,3,10,2026-07-05
1000,1000,236,15,2026-06-27
1001,1001,285,20,2026-07-11
1002,1002,194,25,2026-07-18
1003,1003,480,20,2026-07-20
1004,1004,148,10,2026-05-21
1005,1005,7,15,2026-04-13
1006,1006,54,10,2026-03-08
1007,1007,78,20,2026-07-21
1008,1008,3,10,2026-05-01
1009,1009,136,15,2026-04-27
1010,1010,76,10,2026-02-16
1011,1011,96,15,2026-04-30
1012,1012,92,15,2026-06-26
1013,1013,94,10,2026-07-16
1014,1014,58,10,2026-07-09
1015,1015,133,10,2026-07-08
1016,1016,0,25,2026-02-24
1017,1017,260,20,2026-06-30
1018,1018,0,15,2026-07-08
1019,1019,167,10,2026-06-01
1020,1020,152,10,2026-07-18
1021,1021,112,25,2026-05-13
1022,1022,93,20,2026-05-30
1023,1023,18,10,2026-07-05
1024,1024,67,10,2026-06-13
1025,1025,177,10,2026-07-20
1026,1026,244,10,2026-05-10
1027,1027,0,10,2026-07-19
1028,1028,259,20,2026-07-14
1029,1029,116,10,2026-06-16
1030,1030,7,10,2026-07-19
1031,1031,42,20,2026-06-18
1032,1032,101,10,2026-05-28
1033,1033,14,10,2026-06-19
1034,1034,36,15,2026-06-06
1035,1035,30,15,2026-06-26
1036,1036,25,10,2026-06-13
1037,1037,16,25,2026-07-22
1038,1038,65,10,2026-07-17
1039,1039,60,20,2026-07-24
1040,1040,98,15,2026-07-14
1041,1041,41,10,2026-07-06
1042,1042,107,15,2026-07-05
1043,1043,78,20,2026-07-18
1044,1044,217,20,2026-07-19
1045,1045,0,15,2026-06-09
1046,1046,288,20,2026-07-08
1047,1047,44,15,2026-07-15
1048,1048,55,25,2026-06-28
1049,1049,28,15,2026-06-29
1050,1050,66,15,2026-05-24
1051,1051,67,25,2026-06-02
1052,1052,81,10,2026-07-08
1053,1053,68,15,2026-07-08
1054,1054,92,10,2026-06-18
1055,1055,2,10,2026-04-04
1056,1056,71,10,2026-07-24
1057,1057,119,20,2026-07-03
1058,1058,32,15,2026-06-21
1059,1059,0,25,2026-04-27
1060,1060,140,15,2026-06-02
1061,1061,312,20,2026-06-22
1062,1062,236,15,2026-05-03
1063,1063,210,30,2026-07-02
1064,1064,297,10,2026-07-18
1065,1065,191,15,2026-07-02
1066,1066,10,15,2026-07-04
1067,1067,93,10,2026-07-13
1068,1068,120,15,2026-06-26
1069,1069,201,15,2026-03-10
1070,1070,260,20,2026-07-18
1071,1071,149,15,2026-07-02
1072,1072,62,15,2026-07-02
1073,1073,5,15,2026-06-27
1074,1074,43,30,2026-07-15
1075,1075,0,20,2026-06-08
1076,1076,70,15,2026-04-07
1077,1077,8,15,2026-07-14
1078,1078,56,10,2026-06-20
1079,1079,97,25,2026-05-10
1080,1080,86,10,2026-05-12
1081,1081,129,25,2026-07-16
1082,1082,10,15,2026-04-28
1083,1083,69,25,2026-06-26
1084,1084,78,20,2026-04-27
1085,1085,0,20,2026-07-16
1086,1086,203,15,2026-07-09
1087,1087,118,10,2026-05-31
1088,1088,298,10,2026-06-30
1089,1089,107,10,2026-07-02
1090,1090,7,10,2026-07-12
1091,1091,41,20,2026-07-19
1092,1092,108,15,2026-07-02
1093,1093,56,10,2026-06-05
1094,1094,98,10,2026-05-29
1095,1095,49,10,2026-07-25
1096,1096,186,30,2026-05-05
1097,1097,174,15,2026-03-28
1098,1098,291,10,2026-06-20
1099,1099,1,10,2026-06-16
1100,1100,187,10,2026-06-18
1101,1101,281,10,2026-07-08
1102,1102,172,15,2026-06-16
1103,1103,49,15,2026-02-18
1104,1104,3,10,2026-07-03
1105,1105,67,15,2026-04-18
1106,1106,178,20,2026-03-11
1107,1107,49,10,2026-06-01
1108,1108,234,15,2026-04-29
1109,1109,42,10,2026-07-11
1110,1110,25,10,2026-03-18
1111,1111,120,20,2026-07-04
1112,1112,97,10,2026-02-21
1113,1113,35,15,2026-04-30
1114,1114,27,25,2026-03-29
1115,1115,120,20,2026-07-13
1116,1116,78,15,2026-07-12
1117,1117,47,15,2026-07-05
1118,1118,9,20,2026-07-21
1119,1119,72,25,2026-06-26
1120,1120,23,20,2026-07-20
1121,1121,76,15,2026-06-14
1122,1122,23,20,2026-04-30
1123,1123,125,10,2026-05-04
1124,1124,90,10,2026-07-21
1125,1125,176,15,2026-05-17
1126,1126,79,10,2026-07-23
1127,1127,142,10,2026-05-26
1128,1128,52,10,2026-07-10
1129,1129,4,10,2026-07-25
1130,1130,57,10,2026-06-13
1131,1131,13,10,2026-03-01
1132,1132,67,20,2026-04-30
1133,1133,123,20,2026-05-04
1134,1134,100,15,2026-02-12
1135,1135,29,15,2026-06-29
1136,1136,82,15,2026-07-02
1137,1137,7,15,2026-06-22
1138,1138,132,15,2026-06-29
1139,1139,62,15,2026-06-22
1140,1140,28,15,2026-06-20
1141,1141,24,10,2026-06-27
1142,1142,27,15,2026-07-25
1143,1143,85,25,2026-04-30
1144,1144,42,10,2026-05-11
1145,1145,51,10,2026-05-16
1146,1146,118,20,2026-02-07
1147,1147,116,15,2026-07-20
1148,1148,116,10,2026-07-01
1149,1149,254,10,2026-05-28
1150,1150,132,10,2026-07-19
1151,1151,0,20,2026-07-10
1152,1152,21,15,2026-07-19
1153,1153,141,15,2026-07-06
1154,1154,82,25,2026-07-05
1155,1155,73,10,2026-07-05
1156,1156,57,25,2026-05-03
1157,1157,104,25,2026-07-12
1158,1158,61,20,2026-05-12
1159,1159,166,20,2026-07-11
1160,1160,112,25,2026-07-16
1161,1161,117,20,2026-05-03
1162,1162,42,15,2026-06-28
1163,1163,72,15,2026-07-19
1164,1164,18,15,2026-02-18
1165,1165,66,20,2026-05-06
1166,1166,41,15,2026-06-09
1167,1167,99,15,2026-07-07
1168,1168,113,15,2026-07-20
1169,1169,49,20,2026-04-26
1170,1170,8,15,2026-06-28
1171,1171,98,30,2026-07-15
1172,1172,74,10,2026-07-16
1173,1173,37,10,2026-07-15
1174,1174,49,20,2026-07-02
1175,1175,27,20,2026-06-29
1176,1176,142,25,2026-05-15
1177,1177,3,15,2026-05-22
1178,1178,138,20,2026-07-02
1179,1179,9,10,2026-06-05
1180,1180,24,10,2026-05-05
1181,1181,110,10,2026-06-29
1182,1182,7,15,2026-05-20
1183,1183,67,15,2026-05-08
1184,1184,100,20,2026-07-23
1185,1185,80,15,2026-06-06
1186,1186,63,10,2026-07-24
1187,1187,141,10,2026-06-30
1188,1188,89,10,2026-07-10
1189,1189,92,10,2026-07-01
1190,1190,130,30,2026-07-21
1191,1191,29,15,2026-05-23
1192,1192,5,25,2026-05-18
1193,1193,47,15,2026-07-09
1194,1194,44,10,2026-05-16
1195,1195,46,10,2026-07-08
1196,1196,61,20,2026-07-20
1197,1197,6,30,2026-07-22
1198,1198,49,15,2026-07-03
1199,1199,161,10,2026-07-06
1200,1200,153,15,2026-07-10
1201,1201,27,10,2026-07-12
1202,1202,195,15,2026-06-29
1203,1203,129,15,2026-06-29
1204,1204,80,30,2026-05-27
1205,1205,87,20,2026-02-26
1206,1206,5,20,2026-05-27
1207,1207,154,10,2026-06-09
1208,1208,240,10,2026-03-15
1209,1209,103,15,2026-07-10
1210,1210,8,15,2026-07-01
1211,1211,52,15,2026-07-03
1212,1212,103,15,2026-07-16
1213,1213,122,15,2026-07-18
1214,1214,143,15,2026-06-29
1215,1215,130,20,2026-06-30
1216,1216,160,10,2026-05-09
1217,1217,289,10,2026-07-15
1218,1218,267,10,2026-04-18
1219,1219,234,10,2026-06-22
1220,1220,3,25,2026-02-04
1221,1221,115,20,2026-07-16
1222,1222,268,10,2026-06-05
1223,1223,195,25,2026-03-13
1224,1224,44,15,2026-06-28
1225,1225,5,10,2026-04-20
1226,1226,0,15,2026-04-12
1227,1227,55,10,2026-05-31
1228,1228,111,15,2026-07-08
1229,1229,42,15,2026-07-13
1230,1230,66,20,2026-06-28
1231,1231,37,10,2026-06-16
1232,1232,82,20,2026-04-09
1233,1233,7,25,2026-05-12
1234,1234,59,15,2026-07-12
1235,1235,62,15,2026-07-12
1236,1236,78,15,2026-05-11
1237,1237,57,25,2026-07-24
1238,1238,77,15,2026-07-07
1239,1239,15,10,2026-05-02
1240,1240,498,10,2026-07-09
1241,1241,145,10,2026-05-14
1242,1242,139,20,2026-07-07
1243,1243,127,25,2026-07-25
1244,1244,362,25,2026-07-15
1245,1245,250,10,2026-06-26
1246,1246,255,20,2026-07-24
1247,1247,163,10,2026-07-16
1248,1248,174,10,2026-07-21
1249,1249,86,10,2026-06-08
1250,1250,26,20,2026-04-28
1251,1251,44,20,2026-07-20
1252,1252,114,10,2026-07-09
1253,1253,102,30,2026-02-09
1254,1254,54,20,2026-05-30
1255,1255,75,20,2026-06-15
1256,1256,103,10,2026-06-29
1257,1257,3,15,2026-07-10
1258,1258,106,25,2026-07-04
1259,1259,70,10,2026-07-12
1260,1260,0,25,2026-07-04
1261,1261,150,20,2026-06-26
1262,1262,105,30,2026-06-26
1263,1263,84,10,2026-07-22
1264,1264,164,15,2026-05-09
1265,1265,187,15,2026-07-15
1266,1266,28,10,2026-07-25
1267,1267,6,15,2026-07-04
1268,1268,33,20,2026-07-24
1269,1269,0,10,2026-02-01
1270,1270,37,30,2026-05-11
1271,1271,21,25,2026-07-04
1272,1272,92,15,2026-04-12
1273,1273,42,10,2026-06-21
1274,1274,45,20,2026-05-14
1275,1275,51,10,2026-06-08
1276,1276,58,15,2026-03-24
1277,1277,82,10,2026-06-26
1278,1278,115,10,2026-07-21
1279,1279,125,10,2026-04-28
1280,1280,86,10,2026-07-07
1281,1281,134,10,2026-07-05
1282,1282,29,20,2026-07-03
1283,1283,120,15,2026-07-01
1284,1284,131,15,2026-05-05
1285,1285,158,10,2026-07-03
1286,1286,71,10,2026-07-14
1287,1287,48,15,2026-05-15
1288,1288,9,25,2026-06-29
1289,1289,108,10,2026-07-08
1290,1290,7,20,2026-07-13
1291,1291,50,15,2026-05-28
1292,1292,22,10,2026-07-07
1293,1293,54,10,2026-07-16
1294,1294,62,30,2026-07-15
1295,1295,1,15,2026-07-05
1296,1296,63,25,2026-05-22
1297,1297,10,10,2026-07-02
1298,1298,1,15,2026-04-21
1299,1299,21,10,2026-04-29
1300,1300,17,15,2026-07-07
1301,1301,2,10,2026-07-06
1302,1302,30,15,2026-05-09
1303,1303,46,10,2026-05-22
1304,1304,4,20,2026-07-15
1305,1305,5,10,2026-07-03
1306,1306,46,15,2026-04-21
1307,1307,10,15,2026-06-27
1308,1308,103,10,2026-02-02
1309,1309,245,15,2026-05-07
1310,1310,164,10,2026-05-23
1311,1311,222,25,2026-06-23
1312,1312,101,15,2026-02-05
1313,1313,48,10,2026-07-18
1314,1314,77,30,2026-05-01
1315,1315,79,15,2026-07-05
1316,1316,45,10,2026-07-21
1317,1317,70,15,2026-06-26
1318,1318,6,10,2026-07-15
1319,1319,488,15,2026-07-24
1320,1320,190,10,2026-07-09
1321,1321,4,20,2026-07-15
1322,1322,482,20,2026-07-01
1323,1323,4,10,2026-05-01
1324,1324,76,10,2026-07-24
1325,1325,57,10,2026-06-14
1326,1326,54,15,2026-07-14
1327,1327,71,10,2026-07-07
1328,1328,3,10,2026-07-12
1329,1329,107,10,2026-07-20
1330,1330,63,15,2026-07-18
1331,1331,9,15,2026-02-10
1332,1332,138,10,2026-05-09
1333,1333,83,10,2026-06-27
1334,1334,58,25,2026-05-30
1335,1335,30,30,2026-05-24
1336,1336,9,15,2026-05-12
1337,1337,135,15,2026-07-01
1338,1338,0,20,2026-04-10
1339,1339,81,15,2026-07-10
1340,1340,61,20,2026-05-09
1341,1341,136,15,2026-07-03
1342,1342,114,15,2026-06-25
1343,1343,38,15,2026-05-23
1344,1344,7,20,2026-05-17
1345,1345,146,20,2026-06-27
1346,1346,68,15,2026-03-11
1347,1347,96,15,2026-07-24
1348,1348,129,15,2026-05-21
1349,1349,144,10,2026-07-08
1350,1350,8,20,2026-05-01
1351,1351,207,20,2026-06-05
1352,1352,236,15,2026-07-24
1353,1353,6,15,2026-06-29
1354,1354,9,20,2026-07-16
1355,1355,288,20,2026-04-18
1356,1356,334,10,2026-07-20
1357,1357,39,10,2026-07-03
1358,1358,3,25,2026-07-05
1359,1359,0,15,2026-04-27
1360,1360,6,15,2026-06-24
1361,1361,36,10,2026-05-03
1362,1362,180,10,2026-07-05
1363,1363,98,15,2026-05-23
1364,1364,128,15,2026-06-27
1365,1365,58,20,2026-07-14
1366,1366,27,10,2026-07-20
1367,1367,56,20,2026-07-20
1368,1368,93,25,2026-06-15
1369,1369,10,30,2026-07-11
1370,1370,28,10,2026-05-14
1371,1371,49,10,2026-07-20
1372,1372,20,25,2026-07-10
1373,1373,63,25,2026-07-02
1374,1374,144,10,2026-05-26
1375,1375,161,20,2026-05-10
1376,1376,128,10,2026-07-10
1377,1377,42,20,2026-07-25
1378,1378,132,10,2026-07-15
1379,1379,4,15,2026-06-26
1380,1380,70,10,2026-07-11
1381,1381,42,30,2026-07-10
1382,1382,150,25,2026-03-11
1383,1383,129,15,2026-07-16
1384,1384,197,30,2026-06-20
1385,1385,267,20,2026-07-11
1386,1386,257,20,2026-06-29
1387,1387,84,10,2026-06-28
1388,1388,211,10,2026-03-09
1389,1389,7,15,2026-07-20
1390,1390,110,10,2026-06-07
1391,1391,61,20,2026-07-07
1392,1392,81,20,2026-06-30
1393,1393,0,10,2026-02-04
1394,1394,93,20,2026-07-20
1395,1395,98,15,2026-07-01
1396,1396,28,15,2026-07-10
1397,1397,53,15,2026-07-03
1398,1398,67,15,2026-06-28
1399,1399,94,10,2026-06-27
1400,1400,65,10,2026-07-12
1401,1401,65,10,2026-07-05
1402,1402,85,10,2026-05-08
1403,1403,3,15,2026-05-04
1404,1404,58,10,2026-06-02
1405,1405,10,15,2026-07-21
1406,1406,72,20,2026-06-26
1407,1407,38,10,2026-06-29
1408,1408,139,15,2026-05-23
1409,1409,116,15,2026-06-18
1410,1410,14,10,2026-07-25
1411,1411,44,20,2026-07-11
1412,1412,71,20,2026-07-03
1413,1413,20,10,2026-06-16
1414,1414,44,10,2026-07-23
1415,1415,490,20,2026-07-01
1416,1416,320,10,2026-06-30
1417,1417,403,10,2026-07-17
1418,1418,5,20,2026-05-06
1419,1419,10,10,2026-04-03
1420,1420,114,10,2026-06-08
1421,1421,278,15,2026-05-07
1422,1422,35,15,2026-06-29
1423,1423,6,15,2026-06-07
1424,1424,73,10,2026-04-27
1425,1425,69,25,2026-07-03
1426,1426,61,20,2026-06-29
1427,1427,53,15,2026-07-12
1428,1428,6,10,2026-07-21
1429,1429,51,20,2026-07-24
1430,1430,8,10,2026-07-06
1431,1431,133,10,2026-06-28
1432,1432,37,25,2026-05-13
1433,1433,23,30,2026-07-22
1434,1434,153,20,2026-07-21
1435,1435,171,30,2026-04-29
1436,1436,36,15,2026-07-19
1437,1437,123,10,2026-05-10
1438,1438,79,15,2026-05-05
1439,1439,56,15,2026-05-31
1440,1440,70,10,2026-06-19
1441,1441,8,15,2026-06-17
1442,1442,0,20,2026-05-25
1443,1443,27,15,2026-06-16
1444,1444,17,20,2026-05-23
1445,1445,64,10,2026-05-25
1446,1446,74,10,2026-05-22
1447,1447,0,20,2026-04-11
1448,1448,100,25,2026-07-24
1449,1449,9,20,2026-04-30
1450,1450,145,15,2026-07-13
1451,1451,48,15,2026-07-08
1452,1452,140,15,2026-05-24
1453,1453,5,15,2026-02-07
1454,1454,108,30,2026-07-25
1455,1455,26,20,2026-07-02
1456,1456,107,25,2026-07-22
1457,1457,55,15,2026-07-18
1458,1458,92,10,2026-07-03
1459,1459,5,10,2026-07-08
1460,1460,63,20,2026-07-09
1461,1461,39,10,2026-07-25
1462,1462,53,15,2026-07-22
1463,1463,17,20,2026-07-10
1464,1464,90,10,2026-06-02
1465,1465,30,15,2026-05-06
1466,1466,9,10,2026-07-16
1467,1467,245,20,2026-06-20
1468,1468,88,15,2026-07-07
1469,1469,283,15,2026-07-23
1470,1470,194,15,2026-07-04
1471,1471,142,15,2026-07-09
1472,1472,132,25,2026-05-23
1473,1473,295,10,2026-02-26
1474,1474,262,25,2026-06-22
1475,1475,226,15,2026-07-02
1476,1476,193,20,2026-06-28
1477,1477,72,15,2026-06-08
1478,1478,122,10,2026-05-31
1479,1479,116,10,2026-06-29
1480,1480,288,15,2026-07-05
1481,1481,143,10,2026-07-17
1482,1482,182,20,2026-06-28
1483,1483,8,20,2026-06-27
1484,1484,10,10,2026-07-12
1485,1485,86,15,2026-05-03
1486,1486,2,15,2026-07-22
1487,1487,168,15,2026-07-06
1488,1488,6,10,2026-07-13
1489,1489,480,10,2026-07-21
1490,1490,4,30,2026-07-17
1491,1491,128,15,2026-07-22
1492,1492,316,15,2026-07-17
1493,1493,174,15,2026-05-04
1494,1494,92,30,2026-05-03
1495,1495,112,25,2026-05-06
1496,1496,42,15,2026-07-03
1497,1497,113,20,2026-07-18
1498,1498,59,10,2026-03-25
1499,1499,160,10,2026-06-15
1500,1500,202,25,2026-05-30
1501,1501,180,25,2026-05-25
1502,1502,251,25,2026-07-12
1503,1503,91,20,2026-05-24
1504,1504,7,15,2026-05-09
1505,1505,98,10,2026-07-05
1506,1506,66,20,2026-07-13
1507,1507,49,10,2026-07-20
1508,1508,101,30,2026-05-08
1509,1509,10,20,2026-06-05
1510,1510,114,10,2026-07-07
1511,1511,56,10,2026-07-20
1512,1512,68,25,2026-06-11
1513,1513,0,10,2026-07-06
1514,1514,21,30,2026-07-03
1515,1515,16,15,2026-07-17
1516,1516,6,10,2026-07-25
1517,1517,65,20,2026-01-30
1518,1518,72,20,2026-06-28
1519,1519,83,10,2026-07-21
1520,1520,67,15,2026-03-21
1521,1521,63,15,2026-07-21
1522,1522,0,30,2026-07-11
1523,1523,289,15,2026-06-20
1524,1524,0,10,2026-07-03
1525,1525,74,20,2026-05-09
1526,1526,38,10,2026-07-15
1527,1527,140,25,2026-01-31
1528,1528,173,20,2026-06-25
1529,1529,178,15,2026-01-31
1530,1530,30,15,2026-07-09
1531,1531,106,25,2026-07-15
1532,1532,130,10,2026-07-24
1533,1533,147,25,2026-05-09
1534,1534,130,10,2026-05-17
1535,1535,43,15,2026-07-20
1536,1536,72,20,2026-06-28
1537,1537,91,20,2026-07-21
1538,1538,3,10,2026-07-03
1539,1539,24,30,2026-04-21
1540,1540,100,15,2026-07-22
1541,1541,23,10,2026-06-28
1542,1542,26,20,2026-05-20
1543,1543,79,10,2026-04-26
1544,1544,78,10,2026-03-26
1545,1545,44,25,2026-07-04
1546,1546,51,15,2026-07-22
1547,1547,59,10,2026-07-03
1548,1548,136,15,2026-07-04
1549,1549,0,30,2026-05-28
1550,1550,165,10,2026-05-05
1551,1551,97,20,2026-05-21
1552,1552,112,10,2026-07-18
1553,1553,117,10,2026-06-15
1554,1554,118,10,2026-05-15
1555,1555,48,15,2026-06-30
1556,1556,97,15,2026-07-22
1557,1557,75,10,2026-07-13
1558,1558,82,15,2026-07-12
1559,1559,88,10,2026-06-20
1560,1560,6,30,2026-05-15
1561,1561,59,25,2026-07-05
1562,1562,94,15,2026-06-30
1563,1563,58,30,2026-06-06
1564,1564,129,10,2026-07-23
1565,1565,47,15,2026-07-11
1566,1566,84,15,2026-07-01
1567,1567,49,20,2026-06-30
1568,1568,301,10,2026-07-03
1569,1569,400,20,2026-05-28
1570,1570,235,10,2026-04-03
1571,1571,140,20,2026-05-01
1572,1572,131,15,2026-07-22
1573,1573,0,20,2026-07-13
1574,1574,144,10,2026-05-17
1575,1575,121,20,2026-07-21
1576,1576,0,10,2026-07-19
1577,1577,46,15,2026-07-18
1578,1578,100,25,2026-07-23
1579,1579,79,10,2026-07-22
1580,1580,44,20,2026-07-10
1581,1581,135,15,2026-07-16
1582,1582,131,15,2026-07-22
1583,1583,116,15,2026-07-10
1584,1584,101,20,2026-04-22
1585,1585,87,15,2026-04-27
1586,1586,129,25,2026-07-24
1587,1587,79,15,2026-07-17
1588,1588,121,25,2026-07-06
1589,1589,103,15,2026-07-20
1590,1590,64,15,2026-07-09
1591,1591,213,25,2026-05-11
1592,1592,107,25,2026-06-01
1593,1593,224,20,2026-05-02
1594,1594,146,10,2026-05-14
1595,1595,27,10,2026-06-19
1596,1596,68,10,2026-07-24
1597,1597,50,25,2026-07-20
1598,1598,148,10,2026-07-12
1599,1599,4,10,2026-07-17
1600,1600,110,20,2026-05-21
1601,1601,58,25,2026-05-18
1602,1602,110,10,2026-02-27
1603,1603,116,10,2026-07-06
1604,1604,33,20,2026-07-22
1605,1605,35,25,2026-04-06
1606,1606,110,15,2026-07-02
1607,1607,39,15,2026-07-21
1608,1608,4,15,2026-07-01
1609,1609,0,20,2026-07-16
1610,1610,36,10,2026-05-30
1611,1611,185,10,2026-05-23
1612,1612,73,10,2026-06-26
1613,1613,132,30,2026-07-04
1614,1614,22,15,2026-05-11
1615,1615,32,10,2026-07-01
1616,1616,30,15,2026-06-26
1617,1617,69,30,2026-02-01
1618,1618,191,15,2026-05-12
1619,1619,195,20,2026-07-14
1620,1620,0,10,2026-06-26
1621,1621,7,15,2026-07-08
1622,1622,84,20,2026-04-30
1623,1623,88,15,2026-07-16
1624,1624,9,10,2026-05-09
1625,1625,71,30,2026-07-23
1626,1626,49,15,2026-06-15
1627,1627,0,25,2026-07-17
1628,1628,109,10,2026-07-09
1629,1629,1,20,2026-07-09
1630,1630,16,20,2026-02-28
1631,1631,104,10,2026-07-18
1632,1632,94,15,2026-05-16
1633,1633,96,10,2026-07-04
1634,1634,111,15,2026-07-13
1635,1635,51,10,2026-07-19
1636,1636,66,15,2026-07-12
1637,1637,30,10,2026-07-21
1638,1638,268,10,2026-05-31
1639,1639,242,25,2026-07-05
1640,1640,265,20,2026-03-04
1641,1641,113,15,2026-07-11
1642,1642,9,25,2026-07-19
1643,1643,56,20,2026-03-10
1644,1644,160,15,2026-07-22
1645,1645,248,10,2026-07-14
1646,1646,291,10,2026-06-30
1647,1647,10,15,2026-03-18
1648,1648,210,10,2026-06-25
1649,1649,6,10,2026-07-10
1650,1650,389,15,2026-07-13
1651,1651,468,20,2026-07-21
1652,1652,335,20,2026-06-16
1653,1653,266,10,2026-05-17
1654,1654,219,25,2026-07-24
1655,1655,326,20,2026-05-01
1656,1656,112,15,2026-05-11
1657,1657,430,10,2026-07-19
1658,1658,158,15,2026-07-07
1659,1659,141,15,2026-07-04
1660,1660,66,30,2026-07-19
1661,1661,168,15,2026-05-18
1662,1662,170,10,2026-06-24
1663,1663,43,15,2026-06-05
1664,1664,31,10,2026-07-20
1665,1665,43,10,2026-07-16
1666,1666,106,10,2026-06-05
1667,1667,111,10,2026-07-15
1668,1668,6,10,2026-04-11
1669,1669,4,20,2026-07-10
1670,1670,358,15,2026-07-24
1671,1671,383,15,2026-07-12
1672,1672,109,10,2026-01-30
1673,1673,9,20,2026-07-07
1674,1674,15,20,2026-06-30
1675,1675,52,15,2026-07-18
1676,1676,59,30,2026-07-24
1677,1677,0,15,2026-06-07
1678,1678,26,10,2026-02-24
1679,1679,37,20,2026-07-14
1680,1680,32,15,2026-07-24
1681,1681,73,15,2026-07-13
1682,1682,22,20,2026-03-02
1683,1683,69,30,2026-07-04
1684,1684,86,10,2026-05-28
1685,1685,89,30,2026-07-11
1686,1686,47,10,2026-05-15
1687,1687,82,15,2026-01-30
1688,1688,145,20,2026-06-30
1689,1689,39,15,2026-05-04
1690,1690,51,15,2026-05-04
1691,1691,119,10,2026-05-12
1692,1692,51,15,2026-03-01
1693,1693,0,20,2026-05-13
1694,1694,65,10,2026-05-16
1695,1695,111,10,2026-03-11
1696,1696,8,25,2026-06-12
1697,1697,0,30,2026-06-18
1698,1698,92,15,2026-07-19
1699,1699,92,20,2026-06-14
1700,1700,3,20,2026-06-26
1701,1701,34,25,2026-06-08
1702,1702,91,10,2026-01-30
1703,1703,37,20,2026-06-25
1704,1704,87,20,2026-05-02
1705,1705,60,20,2026-07-22
1706,1706,64,15,2026-07-24
1707,1707,33,10,2026-02-17
1708,1708,10,15,2026-06-27
1709,1709,13,30,2026-07-03
1710,1710,19,25,2026-07-15
1711,1711,90,15,2026-07-12
1712,1712,105,20,2026-07-10
1713,1713,107,20,2026-05-23
1714,1714,38,20,2026-05-08
1715,1715,8,15,2026-07-24
1716,1716,116,10,2026-06-21
1717,1717,35,25,2026-07-16
1718,1718,60,10,2026-05-21
1719,1719,7,15,2026-05-30
1720,1720,81,20,2026-05-27
1721,1721,59,25,2026-06-04
1722,1722,91,20,2026-07-15
1723,1723,18,10,2026-07-23
1724,1724,29,25,2026-07-09
1725,1725,58,15,2026-06-14
1726,1726,26,10,2026-07-12
1727,1727,181,20,2026-06-27
1728,1728,52,10,2026-07-15
1729,1729,17,15,2026-06-16
1730,1730,9,20,2026-07-24
1731,1731,65,30,2026-06-13
1732,1732,102,10,2026-07-03
1733,1733,168,20,2026-05-20
1734,1734,193,15,2026-07-11
1735,1735,61,15,2026-02-04
1736,1736,157,15,2026-07-10
1737,1737,209,20,2026-07-13
1738,1738,43,15,2026-07-25
1739,1739,112,10,2026-07-07
1740,1740,224,10,2026-07-19
1741,1741,76,25,2026-06-04
1742,1742,82,10,2026-06-29
1743,1743,45,10,2026-06-01
1744,1744,48,10,2026-07-11
1745,1745,52,20,2026-02-06
1746,1746,96,10,2026-06-26
1747,1747,4,10,2026-07-14
1748,1748,59,30,2026-07-24
1749,1749,80,10,2026-06-30
1750,1750,4,10,2026-05-01
1751,1751,9,30,2026-06-12
1752,1752,140,20,2026-06-15
1753,1753,150,15,2026-07-20
1754,1754,115,15,2026-07-10
1755,1755,122,15,2026-05-15
1756,1756,4,25,2026-07-18
1757,1757,98,15,2026-07-20
1758,1758,115,10,2026-07-01
1759,1759,8,15,2026-07-24
