seller_id,seller_name,seller_email,seller_phone,city,state,specialization_category_id,registration_date,seller_rating,seller_status,is_verified
246,EliteMart,support@elitemart.com,9231563076,Nashik,Maharashtra,1,2020-06-06,3.7,Active,True
247,UrbanEssentials,sales@urbanessentials.com,9300951978,Surat,Gujarat,8,2024-02-05,4.2,Active,True
248,DigitalMart,support@digitalmart.com,9511259527,New Delhi,Delhi,4,2023-12-13,5.0,Active,True
249,ShreeEssentials,hello@shreeessentials.com,9639440654,Warangal,Telangana,5,2019-10-16,4.0,Active,True
250,ClassicIndia,sales@classicindia.com,9271395839,Bengaluru,Karnataka,4,2021-04-25,3.9,Active,False
251,RoyalIndia,support@royalindia.com,9965661638,Hyderabad,Telangana,6,2025-07-31,5.0,Active,False
252,FutureSolutions,info@futuresolutions.com,9140763261,Bengaluru,Karnataka,4,2021-02-10,4.0,Inactive,True
253,EliteLifestyle,sales@elitelifestyle.com,9961596686,Hyderabad,Telangana,1,2018-10-18,3.8,Active,False
254,ClassicBazaar,hello@classicbazaar.com,9208482467,Warangal,Telangana,6,2018-11-19,4.2,Active,True
255,ExpressSolutions,hello@expresssolutions.com,9844704803,Bhopal,Madhya Pradesh,4,2021-12-26,4.9,Active,True
256,TechIndia,info@techindia.com,9927672827,Indore,Madhya Pradesh,3,2022-03-29,4.0,Active,True
257,SmartEnterprises,support@smartenterprises.com,9443080569,New Delhi,Delhi,6,2022-06-28,4.8,Active,True
258,ShreeIndia,sales@shreeindia.com,9274651099,Jaipur,Rajasthan,1,2022-10-15,4.6,Active,False
259,UrbanMart,hello@urbanmart.com,9199970392,Warangal,Telangana,1,2021-12-04,4.2,Active,True
260,GlobalSupplies,hello@globalsupplies.com,9875282507,Noida,Uttar Pradesh,5,2021-07-16,4.8,Active,True
261,PrimeRetail,sales@primeretail.com,9283429671,Ahmedabad,Gujarat,8,2024-11-11,3.7,Active,True
262,BlueStore,sales@bluestore.com,9907706333,Bengaluru,Karnataka,6,2025-02-27,2.5,Active,False
263,SaiSupplies,hello@saisupplies.com,9837733572,Jaipur,Rajasthan,8,2023-03-20,3.3,Active,False
264,BlueCenter,sales@bluecenter.com,9229151674,Jaipur,Rajasthan,3,2026-04-07,4.5,Active,True
265,GreenElectronics,support@greenelectronics.com,9880720904,Bengaluru,Karnataka,7,2022-10-30,3.7,Inactive,True
266,BluePoint,info@bluepoint.com,9220816186,Kolkata,West Bengal,3,2021-07-25,3.2,Active,True
267,SuperCorner,hello@supercorner.com,9753868135,Jaipur,Rajasthan,3,2021-10-22,4.3,Active,True
268,TechLifestyle,support@techlifestyle.com,9433879270,Surat,Gujarat,2,2024-08-21,5.0,Active,False
269,ModernSupplies,hello@modernsupplies.com,9793159203,Bengaluru,Karnataka,8,2020-04-13,4.3,Active,False
270,SaiSolutions,contact@saisolutions.com,9434065879,Noida,Uttar Pradesh,3,2025-06-20,3.5,Active,False
271,DigitalEnterprises,contact@digitalenterprises.com,9590108029,Nagpur,Maharashtra,4,2023-08-09,4.3,Active,True
272,ClassicCorner,hello@classiccorner.com,9578999915,New Delhi,Delhi,10,2022-12-07,4.9,Active,True
273,MetroTraders,sales@metrotraders.com,9795118868,Madurai,Tamil Nadu,4,2023-04-19,4.3,Inactive,True
274,ShreeWorld,sales@shreeworld.com,9745471251,Pune,Maharashtra,5,2022-09-18,4.3,Active,False
275,ModernTraders,info@moderntraders.com,9424425818,Kanpur,Uttar Pradesh,7,2021-01-16,4.3,Active,True
276,BrightCenter,hello@brightcenter.com,9403521991,Vadodara,Gujarat,2,2022-11-20,2.6,Active,True
277,SaiEnterprises,contact@saienterprises.com,9964823687,Bhopal,Madhya Pradesh,6,2021-02-22,4.4,Active,True
278,BlueIndia,sales@blueindia.com,9468472812,Madurai,Tamil Nadu,9,2023-09-02,3.3,Active,False
279,UrbanFashion,contact@urbanfashion.com,9605497119,New Delhi,Delhi,9,2024-07-06,3.4,Active,True
280,RoyalFashion,info@royalfashion.com,9946205663,Warangal,Telangana,5,2023-08-08,3.7,Active,True
281,SaiHub,info@saihub.com,9668909764,Surat,Gujarat,1,2024-06-03,4.6,Active,True
282,ShreeLifestyle,sales@shreelifestyle.com,9436525794,Mumbai,Maharashtra,8,2021-12-12,4.1,Active,True
283,NationalSupplies,info@nationalsupplies.com,9560662565,Jodhpur,Rajasthan,1,2016-02-13,4.4,Active,True
284,TechRetail,sales@techretail.com,9342950952,Warangal,Telangana,3,2020-10-27,4.1,Active,True
285,GalaxyPoint,hello@galaxypoint.com,9662767039,Warangal,Telangana,3,2023-10-01,4.6,Inactive,False
286,SuperRetail,sales@superretail.com,9340863230,New Delhi,Delhi,1,2021-12-13,4.9,Active,True
287,GreenStore,hello@greenstore.com,9151497057,Hubballi,Karnataka,1,2015-08-26,4.2,Active,True
288,StarHub,hello@starhub.com,9389885759,Indore,Madhya Pradesh,7,2024-04-17,4.2,Active,True
289,GreenTraders,support@greentraders.com,9992815061,Lucknow,Uttar Pradesh,6,2024-10-29,4.8,Inactive,True
290,RoyalRetail,contact@royalretail.com,9821160591,Bengaluru,Karnataka,10,2021-11-02,3.3,Active,True
291,UrbanStore,support@urbanstore.com,9486777550,Warangal,Telangana,2,2018-04-04,4.6,Active,True
292,ModernMart,support@modernmart.com,9975061242,Hyderabad,Telangana,2,2023-07-24,4.7,Active,True
293,BrightSolutions,contact@brightsolutions.com,9242283221,Pune,Maharashtra,2,2023-09-16,3.8,Active,True
294,ClassicCenter,contact@classiccenter.com,9834937767,New Delhi,Delhi,8,2020-04-22,4.0,Active,True
295,StarPoint,hello@starpoint.com,9877145921,Indore,Madhya Pradesh,6,2021-07-15,4.3,Active,True
296,TechSolutions,hello@techsolutions.com,9603895158,Jaipur,Rajasthan,2,2024-11-24,5.0,Active,True
297,PremiumIndia,info@premiumindia.com,9194510603,Jodhpur,Rajasthan,6,2020-10-15,4.0,Active,True
298,OmRetail,contact@omretail.com,9950170825,Bhopal,Madhya Pradesh,9,2023-07-24,3.1,Active,True
299,NextOutlet,contact@nextoutlet.com,9204622201,Chennai,Tamil Nadu,6,2022-08-21,4.1,Active,False
300,NextSupplies,contact@nextsupplies.com,9373041065,Indore,Madhya Pradesh,4,2020-03-15,4.9,Active,True
301,MetroSupplies,contact@metrosupplies.com,9779936769,Indore,Madhya Pradesh,8,2023-10-30,4.7,Active,True
302,NationalIndia,info@nationalindia.com,9645818292,New Delhi,Delhi,3,2019-10-22,4.2,Inactive,False
303,ExpressFashion,info@expressfashion.com,9964144020,New Delhi,Delhi,7,2023-11-16,4.9,Active,True
304,GlobalTraders,hello@globaltraders.com,9867064555,Vadodara,Gujarat,6,2024-05-15,2.6,Inactive,True
305,NextLifestyle,contact@nextlifestyle.com,9916875967,Warangal,Telangana,10,2023-05-05,4.4,Active,False
306,NationalRetail,hello@nationalretail.com,9214321799,Nashik,Maharashtra,3,2018-04-26,4.9,Active,True
307,GreenMarketplace,sales@greenmarketplace.com,9897159606,Noida,Uttar Pradesh,4,2022-08-13,4.0,Active,True
308,GlobalCenter,info@globalcenter.com,9991187981,Madurai,Tamil Nadu,6,2025-07-13,4.1,Active,True
309,PremiumSolutions,contact@premiumsolutions.com,9300764570,New Delhi,Delhi,7,2016-07-25,4.1,Active,True
310,DigitalWorld,support@digitalworld.com,9740895381,Nagpur,Maharashtra,8,2025-07-17,4.9,Active,True
311,UrbanPoint,contact@urbanpoint.com,9944238354,Lucknow,Uttar Pradesh,7,2023-04-07,4.6,Active,True
312,ClassicFashion,sales@classicfashion.com,9908157894,Bhopal,Madhya Pradesh,9,2025-10-26,4.8,Active,False
313,RoyalStore,support@royalstore.com,9509495719,Mysuru,Karnataka,5,2022-08-03,4.8,Active,True
314,SaiOutlet,info@saioutlet.com,9147085363,Vadodara,Gujarat,4,2021-06-18,3.1,Inactive,True
315,GalaxyWorld,contact@galaxyworld.com,9593089342,Hyderabad,Telangana,2,2018-12-31,3.7,Active,True
316,NationalLifestyle,contact@nationallifestyle.com,9518224445,Hubballi,Karnataka,1,2021-05-10,3.7,Active,True
317,FutureFashion,hello@futurefashion.com,9192884274,Surat,Gujarat,7,2021-03-05,4.2,Active,True
318,OmFashion,sales@omfashion.com,9420035728,Hyderabad,Telangana,9,2024-05-24,4.5,Active,True
319,EliteSolutions,sales@elitesolutions.com,9337069279,Bhopal,Madhya Pradesh,4,2018-04-22,3.9,Suspended,True
320,OmMart,support@ommart.com,9821216549,Mysuru,Karnataka,2,2020-09-24,3.1,Active,True
321,SmartTraders,support@smarttraders.com,9621689527,Jodhpur,Rajasthan,10,2021-11-09,4.1,Active,True
322,RoyalEnterprises,info@royalenterprises.com,9397082704,Hyderabad,Telangana,6,2025-04-18,4.3,Active,True
323,GlobalElectronics,contact@globalelectronics.com,9881067043,Bengaluru,Karnataka,9,2023-04-10,3.6,Active,True
324,GalaxyFashion,sales@galaxyfashion.com,9598969054,Kanpur,Uttar Pradesh,2,2023-10-26,4.6,Inactive,False
325,EliteOutlet,sales@eliteoutlet.com,9292355674,Indore,Madhya Pradesh,8,2024-02-11,4.7,Active,True
326,DigitalTraders,hello@digitaltraders.com,9949824193,Warangal,Telangana,8,2026-06-21,5.0,Active,True
327,SaiElectronics,support@saielectronics.com,9721300772,Kanpur,Uttar Pradesh,3,2023-02-15,4.8,Active,True
328,ClassicEssentials,info@classicessentials.com,9951109462,Jaipur,Rajasthan,9,2025-03-26,4.5,Active,True
329,NextHub,sales@nexthub.com,9545188049,Hyderabad,Telangana,8,2023-09-09,4.6,Active,True
330,UrbanWorld,hello@urbanworld.com,9142080866,Indore,Madhya Pradesh,1,2019-01-04,4.2,Inactive,True
331,ShreeCorner,sales@shreecorner.com,9335540097,Kolkata,West Bengal,10,2024-07-05,4.2,Active,True
332,OmPoint,contact@ompoint.com,9200061963,Jaipur,Rajasthan,10,2021-01-03,3.8,Active,True
333,ClassicStore,hello@classicstore.com,9560588284,Coimbatore,Tamil Nadu,7,2021-07-20,4.1,Active,False
334,GlobalRetail,contact@globalretail.com,9720608968,Lucknow,Uttar Pradesh,9,2016-02-25,4.1,Active,True
335,BrightIndia,support@brightindia.com,9380571840,Noida,Uttar Pradesh,10,2022-07-19,2.4,Active,True
336,OmMarketplace,info@ommarketplace.com,9372491666,Vadodara,Gujarat,6,2025-02-11,4.3,Active,True
337,ExpressMarketplace,hello@expressmarketplace.com,9848459689,Pune,Maharashtra,7,2024-01-06,3.8,Active,True
338,GalaxyBazaar,info@galaxybazaar.com,9759240529,Noida,Uttar Pradesh,10,2018-12-25,4.2,Active,True
339,GlobalStore,hello@globalstore.com,9648196577,Kanpur,Uttar Pradesh,4,2021-03-15,4.8,Inactive,True
340,SuperIndia,sales@superindia.com,9655921993,Mumbai,Maharashtra,2,2022-12-14,4.9,Active,False
341,PremiumBazaar,hello@premiumbazaar.com,9104994458,Ahmedabad,Gujarat,7,2021-05-29,4.1,Active,True
342,ModernMarketplace,hello@modernmarketplace.com,9368587379,Jodhpur,Rajasthan,10,2022-05-14,3.9,Active,True
343,BlueRetail,info@blueretail.com,9224842139,Ahmedabad,Gujarat,7,2022-03-28,4.1,Active,False
344,SaiMarketplace,contact@saimarketplace.com,9852498189,Ahmedabad,Gujarat,5,2019-12-02,5.0,Active,True
345,BlueElectronics,sales@blueelectronics.com,9901179178,Coimbatore,Tamil Nadu,4,2019-05-11,3.6,Active,True
346,GreenEssentials,sales@greenessentials.com,9936378830,Bengaluru,Karnataka,2,2023-10-06,4.3,Active,True
347,GreenLifestyle,info@greenlifestyle.com,9716885481,Surat,Gujarat,3,2025-06-07,4.6,Active,True
348,NationalCorner,hello@nationalcorner.com,9134963873,Noida,Uttar Pradesh,7,2026-03-05,5.0,Active,True
349,ModernSolutions,hello@modernsolutions.com,9382232003,Coimbatore,Tamil Nadu,8,2024-12-17,4.7,Active,True
350,SuperElectronics,info@superelectronics.com,9293154584,Indore,Madhya Pradesh,10,2021-07-24,4.3,Active,False
351,ShreeRetail,sales@shreeretail.com,9552604373,Jaipur,Rajasthan,9,2022-10-09,3.6,Active,True
352,ModernCorner,contact@moderncorner.com,9583027931,Warangal,Telangana,6,2022-06-12,4.7,Active,True
353,GreenFashion,info@greenfashion.com,9778295798,New Delhi,Delhi,6,2023-04-09,3.5,Active,True
354,GreenBazaar,support@greenbazaar.com,9577706000,Warangal,Telangana,7,2018-02-17,4.6,Active,True
355,GalaxyMart,sales@galaxymart.com,9279218750,Kolkata,West Bengal,2,2020-08-27,4.0,Active,True
356,SmartHub,support@smarthub.com,9763682156,New Delhi,Delhi,7,2022-05-22,4.2,Active,True
357,ExpressCorner,info@expresscorner.com,9680447823,Vadodara,Gujarat,8,2018-12-29,4.2,Active,False
358,NationalPoint,hello@nationalpoint.com,9432496317,Warangal,Telangana,9,2018-07-03,4.1,Active,True
359,MetroCorner,support@metrocorner.com,9109806050,Siliguri,West Bengal,10,2018-01-15,4.1,Active,True
360,RoyalSolutions,info@royalsolutions.com,9989516564,Kolkata,West Bengal,5,2019-05-06,4.3,Active,True
361,ModernFashion,hello@modernfashion.com,9968451673,Surat,Gujarat,4,2024-07-05,4.6,Active,True
362,EliteStore,hello@elitestore.com,9123762858,New Delhi,Delhi,5,2023-06-17,4.1,Active,True
363,ExpressSupplies,support@expresssupplies.com,9943666157,Jodhpur,Rajasthan,8,2021-03-06,4.9,Inactive,True
364,SmartMarketplace,info@smartmarketplace.com,9294995530,Coimbatore,Tamil Nadu,7,2024-05-04,2.6,Active,False
365,GalaxyHub,hello@galaxyhub.com,9815120513,Coimbatore,Tamil Nadu,7,2022-10-02,3.1,Active,True
366,BrightSupplies,support@brightsupplies.com,9116178827,New Delhi,Delhi,10,2019-05-13,4.5,Active,True
367,ShreeMart,hello@shreemart.com,9463377959,Mumbai,Maharashtra,6,2021-08-08,4.6,Suspended,True
368,MetroEssentials,info@metroessentials.com,9887255513,Chennai,Tamil Nadu,7,2021-10-03,4.5,Active,True
369,ModernCenter,hello@moderncenter.com,9272167429,Hubballi,Karnataka,3,2022-06-24,4.2,Active,True
370,TechCenter,support@techcenter.com,9933241446,Indore,Madhya Pradesh,6,2025-11-05,3.3,Active,True
371,FutureLifestyle,info@futurelifestyle.com,9788165352,Hyderabad,Telangana,2,2021-05-17,5.0,Active,True
372,PrimeCorner,sales@primecorner.com,9206035856,Nashik,Maharashtra,8,2022-06-09,4.6,Active,True
373,GlobalCorner,contact@globalcorner.com,9602574675,Nagpur,Maharashtra,9,2026-06-30,4.1,Active,False
374,PrimeHub,sales@primehub.com,9670866707,Kolkata,West Bengal,4,2022-05-25,4.4,Active,True
375,SuperPoint,support@superpoint.com,9806019487,New Delhi,Delhi,6,2025-07-17,2.3,Active,True
376,GlobalBazaar,hello@globalbazaar.com,9899484915,Surat,Gujarat,8,2023-03-25,4.5,Active,True
377,EliteFashion,contact@elitefashion.com,9422481128,Chennai,Tamil Nadu,6,2016-07-19,3.2,Active,True
378,PrimeStore,info@primestore.com,9481882460,New Delhi,Delhi,5,2022-05-27,4.9,Active,True
379,GlobalMart,support@globalmart.com,9951374399,Jaipur,Rajasthan,8,2025-12-07,4.3,Active,True
380,SuperMart,contact@supermart.com,9927749187,Warangal,Telangana,7,2021-09-04,3.6,Active,True
381,TechBazaar,contact@techbazaar.com,9427258676,Lucknow,Uttar Pradesh,6,2021-11-03,4.8,Active,True
382,MetroCenter,hello@metrocenter.com,9641949014,Bengaluru,Karnataka,7,2023-03-19,4.7,Active,True
383,OmBazaar,support@ombazaar.com,9191352864,Siliguri,West Bengal,3,2025-05-07,4.2,Active,True
384,ExpressIndia,contact@expressindia.com,9220828027,Siliguri,West Bengal,6,2022-10-19,4.8,Active,True
385,RoyalCenter,sales@royalcenter.com,9993830749,Ahmedabad,Gujarat,6,2021-08-16,4.7,Active,True
386,MetroElectronics,hello@metroelectronics.com,9618645569,Indore,Madhya Pradesh,1,2023-12-15,4.6,Active,True
387,StarElectronics,support@starelectronics.com,9215847550,Nagpur,Maharashtra,7,2020-02-19,4.3,Inactive,True
388,TechEssentials,support@techessentials.com,9481584364,Ahmedabad,Gujarat,9,2021-05-07,4.4,Active,False
389,TechMarketplace,support@techmarketplace.com,9342217581,New Delhi,Delhi,7,2021-06-29,4.2,Active,False
390,NationalEnterprises,hello@nationalenterprises.com,9264013159,Siliguri,West Bengal,10,2021-09-27,4.6,Active,False
391,NextPoint,sales@nextpoint.com,9561778017,New Delhi,Delhi,6,2020-12-27,3.0,Active,False
392,ElitePoint,hello@elitepoint.com,9603330974,Hyderabad,Telangana,7,2021-10-09,4.6,Active,False
393,RoyalTraders,sales@royaltraders.com,9171013341,New Delhi,Delhi,10,2022-10-28,3.9,Active,True
394,GalaxyIndia,hello@galaxyindia.com,9675696756,Kanpur,Uttar Pradesh,1,2023-07-14,4.4,Active,True
395,GlobalFashion,info@globalfashion.com,9527392079,Surat,Gujarat,8,2019-08-26,4.0,Active,True
396,BrightOutlet,contact@brightoutlet.com,9875936087,Lucknow,Uttar Pradesh,3,2025-12-13,4.2,Active,True
397,NextTraders,info@nexttraders.com,9196829676,Surat,Gujarat,3,2024-05-06,4.9,Active,True
398,NextBazaar,hello@nextbazaar.com,9757207875,New Delhi,Delhi,9,2021-12-16,3.2,Active,True
399,TechEnterprises,hello@techenterprises.com,9398621490,Indore,Madhya Pradesh,1,2018-04-23,4.0,Active,True
400,ExpressMart,contact@expressmart.com,9216917219,Kolkata,West Bengal,3,2021-12-30,3.3,Active,True
401,ExpressEssentials,info@expressessentials.com,9980752567,Mysuru,Karnataka,9,2020-08-22,4.8,Active,True
402,ExpressElectronics,hello@expresselectronics.com,9717554752,Bhopal,Madhya Pradesh,3,2023-10-14,4.3,Active,True
403,NationalStore,support@nationalstore.com,9475433873,Kanpur,Uttar Pradesh,4,2016-02-17,4.1,Active,True
404,MetroRetail,contact@metroretail.com,9836410568,Warangal,Telangana,7,2025-09-22,3.3,Active,False
405,BlueLifestyle,hello@bluelifestyle.com,9675402650,Pune,Maharashtra,10,2022-12-26,4.6,Active,True
406,NextStore,support@nextstore.com,9544389067,Mysuru,Karnataka,4,2022-09-12,4.7,Active,True
407,SaiRetail,info@sairetail.com,9636929225,New Delhi,Delhi,6,2026-01-20,3.6,Active,True
408,StarWorld,sales@starworld.com,9878001797,Nashik,Maharashtra,7,2025-06-18,4.7,Active,False
409,SmartLifestyle,info@smartlifestyle.com,9149542207,Hubballi,Karnataka,5,2016-10-01,4.1,Active,True
410,MetroOutlet,contact@metrooutlet.com,9392760228,New Delhi,Delhi,5,2020-11-18,4.8,Active,True
411,BlueEnterprises,sales@blueenterprises.com,9176496452,Vadodara,Gujarat,6,2021-04-14,4.7,Active,True
412,BlueOutlet,hello@blueoutlet.com,9481848698,Surat,Gujarat,4,2025-11-17,3.5,Inactive,True
413,BlueWorld,contact@blueworld.com,9972792130,Jaipur,Rajasthan,8,2023-08-12,4.4,Active,False
414,FutureMarketplace,info@futuremarketplace.com,9530373413,Bhopal,Madhya Pradesh,4,2021-11-22,2.3,Active,False
415,BlueSupplies,info@bluesupplies.com,9709038381,Hyderabad,Telangana,3,2021-06-09,4.3,Active,True
416,GreenOutlet,support@greenoutlet.com,9696020884,Mysuru,Karnataka,3,2023-04-12,4.6,Active,True
417,SuperLifestyle,info@superlifestyle.com,9792551787,Mumbai,Maharashtra,4,2026-06-27,4.3,Active,True
418,FutureBazaar,hello@futurebazaar.com,9720549135,Jaipur,Rajasthan,4,2022-10-11,4.9,Active,False
419,ClassicHub,support@classichub.com,9133484360,Coimbatore,Tamil Nadu,10,2022-10-14,4.2,Active,True
420,UrbanCorner,sales@urbancorner.com,9302107025,Noida,Uttar Pradesh,6,2024-06-06,4.9,Active,True
421,EliteCorner,info@elitecorner.com,9245788098,Bengaluru,Karnataka,7,2026-03-18,4.4,Active,True
422,GreenRetail,hello@greenretail.com,9634891964,Madurai,Tamil Nadu,9,2023-01-22,4.5,Active,True
423,SmartPoint,hello@smartpoint.com,9194968544,Coimbatore,Tamil Nadu,2,2022-10-02,4.4,Active,True
424,ModernElectronics,contact@modernelectronics.com,9896103507,Hubballi,Karnataka,3,2026-01-26,4.7,Active,True
425,ShreeSolutions,hello@shreesolutions.com,9135530684,Hyderabad,Telangana,3,2021-11-12,3.8,Active,True
426,GalaxyEssentials,contact@galaxyessentials.com,9789622604,Ahmedabad,Gujarat,1,2020-03-27,4.2,Inactive,False
427,ShreeElectronics,sales@shreeelectronics.com,9669557898,Kolkata,West Bengal,5,2025-04-04,4.7,Active,False
428,PrimeMarketplace,support@primemarketplace.com,9563626557,Bhopal,Madhya Pradesh,6,2021-07-21,4.8,Active,True
429,DigitalRetail,hello@digitalretail.com,9198721207,Pune,Maharashtra,10,2021-09-03,4.8,Active,True
430,UrbanHub,sales@urbanhub.com,9372017183,Surat,Gujarat,2,2022-07-21,3.8,Active,True
431,UrbanOutlet,contact@urbanoutlet.com,9627982241,Madurai,Tamil Nadu,7,2020-10-04,4.8,Active,True
432,EliteRetail,contact@eliteretail.com,9813615080,Siliguri,West Bengal,3,2025-02-04,4.2,Inactive,True
433,OmEnterprises,contact@omenterprises.com,9512771985,Jaipur,Rajasthan,10,2023-01-06,4.7,Active,False
434,BrightTraders,sales@brighttraders.com,9695363509,Nashik,Maharashtra,4,2023-03-10,3.8,Active,True
435,DigitalLifestyle,contact@digitallifestyle.com,9462622584,Nashik,Maharashtra,2,2020-12-07,4.3,Active,True
436,BrightStore,support@brightstore.com,9981262028,Mysuru,Karnataka,10,2018-05-11,3.5,Active,True
437,StarIndia,hello@starindia.com,9247456327,Hyderabad,Telangana,1,2022-11-19,4.6,Active,True
438,GreenSolutions,info@greensolutions.com,9757183487,Hubballi,Karnataka,5,2021-01-10,4.1,Suspended,False
439,FutureTraders,info@futuretraders.com,9369919135,Warangal,Telangana,1,2018-04-18,3.1,Active,True
440,PrimeMart,sales@primemart.com,9874600661,Jodhpur,Rajasthan,7,2019-10-30,4.6,Active,True
441,NationalTraders,info@nationaltraders.com,9336934839,Mysuru,Karnataka,10,2023-06-12,5.0,Active,True
442,BrightEssentials,support@brightessentials.com,9317122293,Hyderabad,Telangana,1,2021-05-03,4.6,Active,True
443,SaiCorner,sales@saicorner.com,9735205122,Jodhpur,Rajasthan,5,2017-05-26,4.1,Active,True
444,DigitalSupplies,hello@digitalsupplies.com,9523398047,Jaipur,Rajasthan,8,2021-06-20,4.0,Active,False
445,EliteEssentials,support@eliteessentials.com,9356691289,Bengaluru,Karnataka,8,2021-11-28,4.3,Active,True
446,OmIndia,sales@omindia.com,9945777677,Hubballi,Karnataka,6,2024-02-26,4.4,Active,True
447,RoyalMarketplace,contact@royalmarketplace.com,9796899673,Jaipur,Rajasthan,4,2022-07-02,4.2,Active,True
448,SaiPoint,contact@saipoint.com,9604834590,Kanpur,Uttar Pradesh,9,2025-04-07,4.3,Inactive,False
449,ExpressLifestyle,info@expresslifestyle.com,9737112501,Kanpur,Uttar Pradesh,8,2021-09-28,3.6,Active,True
450,UrbanEnterprises,contact@urbanenterprises.com,9144186034,Hyderabad,Telangana,8,2022-01-13,4.9,Active,False
451,GalaxyMarketplace,hello@galaxymarketplace.com,9455709881,Surat,Gujarat,5,2026-02-11,2.5,Active,True
452,PremiumEssentials,contact@premiumessentials.com,9450433330,Pune,Maharashtra,10,2022-07-24,4.5,Active,True
453,FutureEssentials,support@futureessentials.com,9430804119,Jaipur,Rajasthan,4,2025-03-30,4.2,Active,True
454,GalaxySupplies,info@galaxysupplies.com,9249859658,Indore,Madhya Pradesh,3,2020-08-30,2.5,Active,False
455,NationalSolutions,hello@nationalsolutions.com,9596197535,Indore,Madhya Pradesh,4,2020-02-21,4.7,Active,True
456,ShreeEnterprises,contact@shreeenterprises.com,9228156091,Surat,Gujarat,2,2023-01-11,4.2,Active,True
457,FuturePoint,contact@futurepoint.com,9651759949,Madurai,Tamil Nadu,3,2025-09-05,3.7,Active,False
458,BlueEssentials,sales@blueessentials.com,9113848767,New Delhi,Delhi,6,2025-02-25,5.0,Active,True
459,NationalOutlet,contact@nationaloutlet.com,9225161415,New Delhi,Delhi,8,2023-01-13,4.7,Suspended,True
460,FutureWorld,sales@futureworld.com,9239820778,Mysuru,Karnataka,2,2020-09-18,3.5,Active,True
461,SaiIndia,contact@saiindia.com,9603673335,Mysuru,Karnataka,1,2018-01-22,3.8,Inactive,True
462,GlobalSolutions,support@globalsolutions.com,9131416738,Bengaluru,Karnataka,5,2024-12-22,4.9,Active,True
463,RoyalSupplies,contact@royalsupplies.com,9917557160,Hyderabad,Telangana,8,2018-10-06,4.1,Active,True
464,SaiMart,contact@saimart.com,9253939747,Siliguri,West Bengal,10,2026-01-29,3.4,Active,False
465,ExpressTraders,hello@expresstraders.com,9534102044,Bengaluru,Karnataka,7,2024-10-12,3.8,Active,True
466,StarCenter,info@starcenter.com,9620263193,Noida,Uttar Pradesh,3,2024-04-20,4.7,Active,False
467,StarRetail,sales@starretail.com,9510849034,Bhopal,Madhya Pradesh,3,2021-07-17,3.8,Active,True
468,DigitalStore,sales@digitalstore.com,9697716156,Vadodara,Gujarat,3,2021-10-03,4.7,Active,True
469,BrightFashion,hello@brightfashion.com,9191205492,Mysuru,Karnataka,2,2021-02-10,4.0,Active,True
470,ModernRetail,info@modernretail.com,9731348637,Nagpur,Maharashtra,7,2022-10-23,4.3,Active,True
471,FutureElectronics,contact@futureelectronics.com,9419245200,Bhopal,Madhya Pradesh,4,2021-07-08,4.2,Active,True
472,ShreeSupplies,sales@shreesupplies.com,9472928235,Hubballi,Karnataka,5,2022-09-07,4.2,Active,True
473,EliteEnterprises,sales@eliteenterprises.com,9901476885,Surat,Gujarat,7,2021-05-12,4.3,Active,True
474,RoyalHub,sales@royalhub.com,9306068248,Pune,Maharashtra,5,2023-06-13,4.4,Active,True
475,TechStore,contact@techstore.com,9437052680,Bhopal,Madhya Pradesh,2,2025-02-20,3.8,Active,True
476,GalaxyEnterprises,info@galaxyenterprises.com,9334084722,New Delhi,Delhi,3,2019-07-17,4.1,Active,True
477,BrightEnterprises,contact@brightenterprises.com,9596524942,Coimbatore,Tamil Nadu,3,2017-05-28,4.1,Inactive,True
478,BlueHub,contact@bluehub.com,9871573078,Noida,Uttar Pradesh,8,2025-05-21,4.9,Active,False
479,RoyalEssentials,hello@royalessentials.com,9834726187,Jaipur,Rajasthan,1,2022-10-25,2.4,Active,True
480,SaiCenter,info@saicenter.com,9424814794,Siliguri,West Bengal,3,2025-07-26,4.6,Active,True
481,ExpressWorld,contact@expressworld.com,9187040987,Jodhpur,Rajasthan,8,2022-07-06,4.0,Inactive,True
482,PremiumEnterprises,sales@premiumenterprises.com,9631848216,Kanpur,Uttar Pradesh,9,2020-08-16,4.4,Active,True
483,SmartCenter,support@smartcenter.com,9823067158,Mysuru,Karnataka,9,2017-03-19,4.6,Active,True
484,MetroHub,contact@metrohub.com,9939292867,Indore,Madhya Pradesh,9,2015-08-04,4.6,Active,True
485,MetroSolutions,contact@metrosolutions.com,9129947975,Kanpur,Uttar Pradesh,5,2019-09-15,4.4,Active,True
486,EliteHub,support@elitehub.com,9427410286,Warangal,Telangana,5,2021-10-20,4.8,Active,False
487,OmHub,hello@omhub.com,9191431302,Madurai,Tamil Nadu,9,2021-04-19,3.2,Active,True
488,OmSolutions,support@omsolutions.com,9254655603,New Delhi,Delhi,2,2020-04-14,4.0,Inactive,True
489,TechSupplies,sales@techsupplies.com,9119996117,Vadodara,Gujarat,10,2022-05-20,3.8,Active,True
490,EliteElectronics,hello@eliteelectronics.com,9344775738,Kanpur,Uttar Pradesh,5,2018-02-17,2.6,Active,True
491,GlobalLifestyle,contact@globallifestyle.com,9713986637,Pune,Maharashtra,7,2024-09-12,4.7,Active,True
