order_id,customer_id,address_id,order_date,order_status,total_amount,order_source,expected_delivery_date,coupon_discount
2306,3853,5208,12-08-2023,Delivered,3860.46,Website,17-08-2023,5
2307,5323,7206,12-08-2023,Returned,4635.02,Website,18-08-2023,0
2308,2564,3461,13-08-2023,Shipped,708.56,Website,17-08-2023,0
2309,3578,4824,13-08-2023,Delivered,1670.63,Website,20-08-2023,0
2310,4369,5899,13-08-2023,Delivered,578.95,Website,17-08-2023,0
2311,4954,6678,13-08-2023,Shipped,2872.78,Website,18-08-2023,0
2312,6443,8717,13-08-2023,Delivered,5026.46,Mobile App,18-08-2023,10
2313,6928,9356,13-08-2023,Delivered,1895.19,Mobile App,19-08-2023,0
2314,7245,9790,13-08-2023,Delivered,3218.46,Mobile App,18-08-2023,0
2315,7779,10526,13-08-2023,Delivered,7143.26,Mobile App,17-08-2023,0
2316,8170,11048,13-08-2023,Shipped,5465.97,Mobile App,18-08-2023,0
2317,9209,12467,13-08-2023,Delivered,1926.68,Mobile App,17-08-2023,0
2318,160,224,14-08-2023,Delivered,1559.75,Mobile App,17-08-2023,20
2319,438,598,14-08-2023,Delivered,3194.17,Website,19-08-2023,0
2320,683,925,14-08-2023,Confirmed,2514.66,Website,21-08-2023,10
2321,818,1109,14-08-2023,Delivered,1064.9,Mobile App,20-08-2023,5
2322,1978,2672,14-08-2023,Delivered,1575.33,Website,17-08-2023,0
2323,2208,2976,14-08-2023,Delivered,893.03,Website,19-08-2023,10
2324,2396,3240,14-08-2023,Delivered,2362.47,Website,16-08-2023,0
2325,3324,4476,14-08-2023,Delivered,7188.11,Mobile App,21-08-2023,10
2326,7390,9985,14-08-2023,Delivered,1387.45,Website,16-08-2023,20
2327,8673,11756,14-08-2023,Shipped,1924.24,Website,17-08-2023,0
2328,4404,5949,15-08-2023,Confirmed,1272.23,Mobile App,21-08-2023,10
2329,4621,6240,15-08-2023,Cancelled,456.35,Mobile App,22-08-2023,0
2330,7245,9790,15-08-2023,Delivered,1170.51,Website,18-08-2023,0
2331,8267,11185,15-08-2023,Shipped,2239.86,Website,20-08-2023,10
2332,8701,11789,15-08-2023,Delivered,536.54,Website,22-08-2023,10
2333,9557,12941,15-08-2023,Delivered,14355.05,Website,19-08-2023,0
2334,9728,13174,15-08-2023,Delivered,532.42,Website,19-08-2023,0
2335,5,6,16-08-2023,Delivered,4166.57,Mobile App,18-08-2023,0
2336,1745,2358,16-08-2023,Delivered,793.88,Website,21-08-2023,0
2337,4053,5469,16-08-2023,Shipped,597.76,Mobile App,21-08-2023,0
2338,4171,5627,16-08-2023,Delivered,632.31,Mobile App,23-08-2023,0
2339,8903,12062,16-08-2023,Delivered,4128.02,Website,20-08-2023,5
2340,9219,12480,16-08-2023,Delivered,4532.71,Website,19-08-2023,0
2341,3391,4561,17-08-2023,Pending,645.38,Website,22-08-2023,0
2342,4553,6144,17-08-2023,Delivered,2787.52,Website,20-08-2023,0
2343,4587,6190,17-08-2023,Shipped,2500.36,Mobile App,20-08-2023,0
2344,4611,6226,17-08-2023,Confirmed,1306.88,Website,20-08-2023,0
2345,4763,6425,17-08-2023,Delivered,901.02,Website,24-08-2023,5
2346,4787,6461,17-08-2023,Delivered,512.16,Website,21-08-2023,0
2347,7751,10484,17-08-2023,Delivered,2648.58,Website,22-08-2023,10
2348,8203,11097,17-08-2023,Delivered,1884.22,Website,22-08-2023,0
2349,255,349,18-08-2023,Shipped,1692.51,Website,21-08-2023,0
2350,1477,1994,18-08-2023,Delivered,2487.59,Mobile App,20-08-2023,0
2351,2139,2884,18-08-2023,Delivered,2460.63,Website,23-08-2023,0
2352,2421,3271,18-08-2023,Shipped,904.85,Website,22-08-2023,0
2353,2476,3341,18-08-2023,Delivered,14132.37,Website,20-08-2023,0
2354,5463,7390,18-08-2023,Returned,1667.82,Mobile App,25-08-2023,5
2355,5905,7980,18-08-2023,Delivered,815.29,Website,25-08-2023,0
2356,8327,11268,18-08-2023,Delivered,668.26,Website,24-08-2023,0
2357,9006,12197,18-08-2023,Delivered,1807.63,Mobile App,24-08-2023,10
2358,387,529,19-08-2023,Delivered,29636.72,Mobile App,21-08-2023,10
2359,433,591,19-08-2023,Cancelled,415.55,Mobile App,26-08-2023,0
2360,1126,1526,19-08-2023,Delivered,252.96,Mobile App,25-08-2023,0
2361,2793,3770,19-08-2023,Delivered,245.12,Website,21-08-2023,10
2362,5889,7961,19-08-2023,Confirmed,548.73,Mobile App,25-08-2023,0
2363,5984,8089,19-08-2023,Delivered,11513.92,Website,25-08-2023,0
2364,6194,8379,19-08-2023,Cancelled,5182.96,Mobile App,26-08-2023,0
2365,6401,8659,19-08-2023,Cancelled,6106.37,Mobile App,26-08-2023,0
2366,7425,10041,19-08-2023,Confirmed,2837.29,Website,25-08-2023,0
2367,9246,12519,19-08-2023,Delivered,1399.27,Website,26-08-2023,0
2368,82,107,20-08-2023,Delivered,4731.12,Website,22-08-2023,0
2369,111,149,20-08-2023,Delivered,2843.66,Website,25-08-2023,5
2370,1837,2482,20-08-2023,Delivered,592.06,Mobile App,27-08-2023,0
2371,2148,2897,20-08-2023,Delivered,239.33,Website,25-08-2023,0
2372,2690,3625,20-08-2023,Delivered,779.77,Mobile App,22-08-2023,0
2373,3103,4189,20-08-2023,Delivered,701.77,Website,25-08-2023,0
2374,3240,4365,20-08-2023,Delivered,2133.87,Mobile App,24-08-2023,5
2375,3981,5375,20-08-2023,Shipped,4281.78,Website,24-08-2023,0
2376,4908,6620,20-08-2023,Delivered,442.54,Website,24-08-2023,5
2377,6385,8635,20-08-2023,Delivered,5296.22,Website,27-08-2023,0
2378,6706,9063,20-08-2023,Delivered,14838.61,Mobile App,27-08-2023,0
2379,7332,9912,20-08-2023,Delivered,1382.8,Website,26-08-2023,0
2380,8178,11059,20-08-2023,Delivered,5851.12,Website,27-08-2023,0
2381,8482,11485,20-08-2023,Delivered,8763.65,Website,26-08-2023,10
2382,9322,12618,20-08-2023,Cancelled,7535.96,Website,27-08-2023,5
2383,9447,12797,20-08-2023,Delivered,2856.27,Mobile App,26-08-2023,5
2384,1177,1598,21-08-2023,Confirmed,5036.63,Website,25-08-2023,0
2385,1362,1849,21-08-2023,Delivered,10943.46,Website,28-08-2023,0
2386,2375,3210,21-08-2023,Delivered,841.78,Mobile App,28-08-2023,10
2387,2457,3318,21-08-2023,Delivered,800.98,Website,24-08-2023,10
2388,2654,3578,21-08-2023,Delivered,658.98,Website,24-08-2023,5
2389,2974,4023,21-08-2023,Delivered,3415.76,Website,24-08-2023,0
2390,3695,4986,21-08-2023,Delivered,368.22,Website,28-08-2023,0
2391,3865,5222,21-08-2023,Pending,1353.66,Website,29-08-2023,10
2392,5172,6998,21-08-2023,Delivered,4857.97,Website,23-08-2023,0
2393,5378,7277,21-08-2023,Delivered,777.27,Mobile App,27-08-2023,0
2394,5928,8009,21-08-2023,Delivered,2702.72,Website,25-08-2023,5
2395,7613,10293,21-08-2023,Confirmed,6598.49,Website,26-08-2023,0
2396,8291,11216,21-08-2023,Delivered,10295.82,Website,24-08-2023,0
2397,1164,1579,22-08-2023,Delivered,1469.51,Website,27-08-2023,0
2398,2463,3324,22-08-2023,Pending,2747.39,Mobile App,30-08-2023,5
2399,2562,3458,22-08-2023,Delivered,9016.47,Website,26-08-2023,5
2400,3223,4343,22-08-2023,Delivered,8668.59,Website,26-08-2023,0
2401,6058,8196,22-08-2023,Delivered,2150.01,Website,26-08-2023,0
2402,7114,9604,22-08-2023,Delivered,2626.45,Website,27-08-2023,0
2403,8382,11341,22-08-2023,Delivered,5760.19,Mobile App,24-08-2023,0
2404,8744,11846,22-08-2023,Delivered,1200.01,Website,26-08-2023,10
2405,8985,12169,22-08-2023,Pending,708.37,Mobile App,27-08-2023,20
2406,2280,3070,23-08-2023,Delivered,288.15,Website,26-08-2023,5
2407,4144,5597,23-08-2023,Delivered,2710.02,Website,26-08-2023,10
2408,4736,6390,23-08-2023,Delivered,1009.06,Mobile App,29-08-2023,5
2409,4859,6558,23-08-2023,Delivered,2092.96,Website,28-08-2023,0
2410,5544,7493,23-08-2023,Delivered,1502.59,Website,27-08-2023,0
2411,6868,9281,23-08-2023,Delivered,577.86,Mobile App,28-08-2023,0
2412,7239,9782,23-08-2023,Delivered,1148.21,Mobile App,27-08-2023,0
2413,7409,10012,23-08-2023,Pending,3567.92,Website,30-08-2023,20
2414,7854,10629,23-08-2023,Delivered,1592.18,Website,28-08-2023,0
2415,9500,12865,23-08-2023,Delivered,2084.38,Mobile App,28-08-2023,0
2416,695,937,24-08-2023,Delivered,2635.65,Website,30-08-2023,5
2417,5847,7902,24-08-2023,Delivered,1331.45,Mobile App,27-08-2023,0
2418,6501,8800,24-08-2023,Delivered,340.8,Website,26-08-2023,0
2419,6545,8856,24-08-2023,Delivered,7989.88,Website,27-08-2023,0
2420,6891,9307,24-08-2023,Delivered,4514.6,Website,30-08-2023,0
2421,7747,10479,24-08-2023,Pending,749.28,Mobile App,31-08-2023,5
2422,7841,10612,24-08-2023,Delivered,6227.71,Mobile App,27-08-2023,0
2423,9730,13178,24-08-2023,Delivered,780.58,Website,28-08-2023,10
2424,9789,13250,24-08-2023,Delivered,1543.74,Mobile App,28-08-2023,10
2425,9831,13309,24-08-2023,Delivered,1789.64,Website,29-08-2023,0
2426,9908,13411,24-08-2023,Delivered,803.68,Mobile App,30-08-2023,0
2427,492,671,25-08-2023,Delivered,2874.59,Mobile App,01-09-2023,0
2428,1235,1676,25-08-2023,Delivered,1747.49,Website,01-09-2023,5
2429,2165,2921,25-08-2023,Delivered,7874.57,Mobile App,28-08-2023,0
2430,2313,3117,25-08-2023,Delivered,1086.56,Mobile App,28-08-2023,0
2431,2468,3329,25-08-2023,Delivered,459.99,Website,27-08-2023,0
2432,2492,3359,25-08-2023,Delivered,920.02,Mobile App,27-08-2023,10
2433,2674,3601,25-08-2023,Delivered,1738.87,Website,27-08-2023,10
2434,3004,4063,25-08-2023,Delivered,843.62,Website,31-08-2023,0
2435,3416,4596,25-08-2023,Shipped,1966.39,Website,27-08-2023,5
2436,5236,7089,25-08-2023,Cancelled,653.5,Mobile App,31-08-2023,0
2437,6854,9263,25-08-2023,Delivered,3410.46,Website,27-08-2023,5
2438,7891,10675,25-08-2023,Pending,2622.89,Website,01-09-2023,5
2439,8011,10831,25-08-2023,Delivered,801.11,Website,30-08-2023,0
2440,8139,11009,25-08-2023,Pending,7088.55,Mobile App,29-08-2023,0
2441,8153,11026,25-08-2023,Delivered,4631.84,Website,31-08-2023,0
2442,8891,12043,25-08-2023,Delivered,1374.11,Website,31-08-2023,20
2443,9158,12402,25-08-2023,Delivered,6190.7,Website,31-08-2023,0
2444,9518,12888,25-08-2023,Delivered,442.14,Mobile App,31-08-2023,0
2445,9755,13206,25-08-2023,Delivered,2379.41,Website,01-09-2023,0
2446,418,573,26-08-2023,Delivered,317.96,Website,28-08-2023,0
2447,701,944,26-08-2023,Delivered,1593.11,Website,31-08-2023,0
2448,2226,2999,26-08-2023,Shipped,707.27,Mobile App,28-08-2023,0
2449,3147,4244,26-08-2023,Delivered,2388.16,Website,02-09-2023,20
2450,3630,4901,26-08-2023,Returned,2710.3,Website,29-08-2023,0
2451,5955,8042,26-08-2023,Delivered,3545.38,Website,29-08-2023,0
2452,7537,10193,26-08-2023,Delivered,898.21,Website,02-09-2023,5
2453,8099,10955,26-08-2023,Shipped,6678.33,Website,29-08-2023,0
2454,9316,12607,26-08-2023,Pending,2422,Website,30-08-2023,0
2455,9688,13119,26-08-2023,Returned,1508.6,Mobile App,01-09-2023,0
2456,1021,1380,27-08-2023,Confirmed,434.16,Website,02-09-2023,5
2457,1210,1641,27-08-2023,Delivered,1695.22,Website,31-08-2023,0
2458,1247,1693,27-08-2023,Delivered,749.52,Mobile App,30-08-2023,0
2459,2786,3757,27-08-2023,Delivered,296.88,Mobile App,29-08-2023,5
2460,3193,4305,27-08-2023,Shipped,8620.35,Mobile App,30-08-2023,0
2461,5481,7414,27-08-2023,Delivered,275.62,Website,31-08-2023,0
2462,5493,7431,27-08-2023,Delivered,6659.72,Mobile App,01-09-2023,5
2463,5705,7719,27-08-2023,Shipped,791.12,Website,30-08-2023,20
2464,6146,8317,27-08-2023,Delivered,4782.14,Website,29-08-2023,5
2465,6480,8773,27-08-2023,Delivered,1763.66,Website,30-08-2023,0
2466,7391,9986,27-08-2023,Delivered,2131.22,Website,30-08-2023,0
2467,8033,10864,27-08-2023,Delivered,520.58,Mobile App,31-08-2023,0
2468,9157,12399,27-08-2023,Delivered,235.77,Website,30-08-2023,10
2469,553,752,28-08-2023,Delivered,2303.51,Website,04-09-2023,0
2470,1596,2163,28-08-2023,Delivered,1768.54,Website,04-09-2023,20
2471,4224,5704,28-08-2023,Delivered,930,Mobile App,30-08-2023,5
2472,4745,6403,28-08-2023,Delivered,2413.4,Website,03-09-2023,0
2473,7981,10792,28-08-2023,Delivered,1955.49,Website,03-09-2023,0
2474,9402,12730,28-08-2023,Delivered,2830.44,Website,01-09-2023,0
2475,9671,13097,28-08-2023,Delivered,1856.62,Mobile App,31-08-2023,0
2476,9777,13235,28-08-2023,Delivered,1103.63,Mobile App,02-09-2023,5
2477,21,24,29-08-2023,Delivered,993.74,Website,02-09-2023,0
2478,171,237,29-08-2023,Delivered,3315.85,Mobile App,05-09-2023,0
2479,2041,2753,29-08-2023,Delivered,2696.99,Mobile App,03-09-2023,0
2480,2991,4046,29-08-2023,Delivered,1084.01,Mobile App,03-09-2023,0
2481,4175,5631,29-08-2023,Pending,2544.24,Website,05-09-2023,0
2482,4626,6246,29-08-2023,Delivered,821.46,Mobile App,02-09-2023,0
2483,5465,7393,29-08-2023,Delivered,2065.76,Mobile App,02-09-2023,0
2484,5507,7447,29-08-2023,Returned,1864.86,Website,03-09-2023,0
2485,6448,8723,29-08-2023,Delivered,829.15,Website,04-09-2023,0
2486,7114,9604,29-08-2023,Shipped,2017.79,Website,02-09-2023,0
2487,8254,11167,29-08-2023,Shipped,969.68,Mobile App,03-09-2023,10
2488,8378,11337,29-08-2023,Delivered,3792.21,Mobile App,04-09-2023,5
2489,8483,11487,29-08-2023,Delivered,744.5,Mobile App,05-09-2023,0
2490,9906,13408,29-08-2023,Shipped,1571.23,Website,03-09-2023,0
2491,228,307,30-08-2023,Delivered,2472.77,Mobile App,02-09-2023,5
2492,1692,2293,30-08-2023,Delivered,607.88,Mobile App,05-09-2023,5
2493,1998,2697,30-08-2023,Delivered,1216.78,Mobile App,03-09-2023,0
2494,3584,4834,30-08-2023,Delivered,950.04,Mobile App,06-09-2023,0
2495,4738,6393,30-08-2023,Delivered,289.44,Website,04-09-2023,0
2496,4975,6707,30-08-2023,Delivered,4956.55,Mobile App,05-09-2023,0
2497,6745,9118,30-08-2023,Delivered,885.24,Mobile App,02-09-2023,0
2498,8081,10931,30-08-2023,Delivered,423.38,Website,03-09-2023,0
2499,8668,11748,30-08-2023,Delivered,1166.37,Website,05-09-2023,0
2500,8739,11840,30-08-2023,Delivered,348.27,Website,03-09-2023,0
2501,8757,11862,30-08-2023,Delivered,381.47,Website,01-09-2023,0
2502,1270,1727,31-08-2023,Delivered,2120.25,Mobile App,04-09-2023,5
2503,2666,3592,31-08-2023,Delivered,3006.2,Website,04-09-2023,0
2504,3029,4094,31-08-2023,Delivered,4858.45,Mobile App,04-09-2023,0
2505,4195,5661,31-08-2023,Delivered,522.46,Website,04-09-2023,0
2506,4542,6129,31-08-2023,Delivered,615.24,Website,04-09-2023,0
2507,5529,7475,31-08-2023,Delivered,424.49,Mobile App,07-09-2023,0
2508,7526,10177,31-08-2023,Delivered,3187.97,Mobile App,05-09-2023,0
2509,7938,10733,31-08-2023,Delivered,2067.47,Website,02-09-2023,10
2510,8593,11645,31-08-2023,Delivered,2326.71,Mobile App,05-09-2023,5
2511,9134,12368,31-08-2023,Delivered,3155.05,Website,07-09-2023,0
2512,121,164,01-09-2023,Shipped,1496.11,Website,05-09-2023,10
2513,912,1233,01-09-2023,Delivered,8003.31,Website,06-09-2023,0
2514,2522,3398,01-09-2023,Delivered,2689.2,Website,08-09-2023,5
2515,2539,3427,01-09-2023,Delivered,1457.65,Mobile App,07-09-2023,0
2516,2599,3506,01-09-2023,Delivered,732.87,Website,04-09-2023,0
2517,5734,7757,01-09-2023,Cancelled,2850.83,Mobile App,07-09-2023,5
2518,6442,8714,01-09-2023,Delivered,7087.16,Website,06-09-2023,0
2519,2603,3510,02-09-2023,Delivered,1161.33,Mobile App,04-09-2023,0
2520,2707,3643,02-09-2023,Delivered,241.72,Mobile App,08-09-2023,5
2521,2877,3888,02-09-2023,Delivered,7203.93,Mobile App,04-09-2023,0
2522,3821,5168,02-09-2023,Confirmed,1225.29,Website,05-09-2023,10
2523,7624,10307,02-09-2023,Delivered,1469.1,Website,06-09-2023,0
2524,7764,10505,02-09-2023,Delivered,259.13,Website,04-09-2023,0
2525,9735,13184,02-09-2023,Delivered,7691.66,Mobile App,08-09-2023,0
2526,947,1282,03-09-2023,Delivered,2839.66,Website,08-09-2023,0
2527,1523,2057,03-09-2023,Shipped,4915.08,Website,06-09-2023,5
2528,1830,2473,03-09-2023,Delivered,611.67,Website,05-09-2023,10
2529,5819,7868,03-09-2023,Delivered,1016.35,Website,06-09-2023,0
2530,6911,9333,03-09-2023,Delivered,5158.53,Website,08-09-2023,0
2531,7554,10212,03-09-2023,Delivered,2170.79,Website,09-09-2023,0
2532,8759,11864,03-09-2023,Delivered,5541.59,Mobile App,06-09-2023,0
2533,9062,12273,03-09-2023,Delivered,772.03,Website,07-09-2023,0
2534,9080,12296,03-09-2023,Delivered,2184.85,Website,07-09-2023,0
2535,271,369,04-09-2023,Delivered,1926.54,Website,10-09-2023,0
2536,417,571,04-09-2023,Delivered,680.38,Mobile App,09-09-2023,5
2537,1534,2075,04-09-2023,Delivered,2245.5,Website,08-09-2023,0
2538,1671,2265,04-09-2023,Delivered,10656.28,Website,08-09-2023,0
2539,2091,2825,04-09-2023,Delivered,2674.52,Mobile App,08-09-2023,10
2540,2408,3256,04-09-2023,Delivered,9290.18,Mobile App,07-09-2023,0
2541,3349,4508,04-09-2023,Delivered,497.47,Mobile App,09-09-2023,0
2542,4041,5453,04-09-2023,Delivered,12635.39,Website,10-09-2023,0
2543,4441,6000,04-09-2023,Delivered,734.15,Website,10-09-2023,0
2544,4655,6281,04-09-2023,Delivered,5523.36,Mobile App,08-09-2023,0
2545,6441,8712,04-09-2023,Delivered,7004.22,Website,09-09-2023,0
2546,6950,9380,04-09-2023,Delivered,643.26,Website,06-09-2023,0
2547,7214,9747,04-09-2023,Delivered,665.15,Website,11-09-2023,0
2548,263,358,05-09-2023,Delivered,711.81,Mobile App,10-09-2023,0
2549,1000,1353,05-09-2023,Delivered,12280.89,Mobile App,12-09-2023,0
2550,1914,2587,05-09-2023,Shipped,1118.02,Website,07-09-2023,20
2551,4258,5753,05-09-2023,Shipped,3200.57,Mobile App,10-09-2023,10
2552,4630,6250,05-09-2023,Delivered,2726.13,Website,12-09-2023,5
2553,6110,8267,05-09-2023,Delivered,6562.78,Mobile App,10-09-2023,0
2554,6172,8353,05-09-2023,Delivered,317.24,Mobile App,11-09-2023,0
2555,6955,9386,05-09-2023,Delivered,13906.36,Mobile App,08-09-2023,0
2556,7017,9474,05-09-2023,Delivered,6484.87,Website,09-09-2023,0
2557,7841,10612,05-09-2023,Delivered,706.43,Mobile App,09-09-2023,0
2558,8955,12130,05-09-2023,Delivered,1198.82,Website,09-09-2023,5
2559,14,15,06-09-2023,Shipped,667.74,Website,09-09-2023,0
2560,590,804,06-09-2023,Confirmed,2590.59,Website,09-09-2023,0
2561,1242,1686,06-09-2023,Delivered,912.54,Website,12-09-2023,0
2562,2008,2710,06-09-2023,Delivered,479.97,Mobile App,09-09-2023,0
2563,2906,3929,06-09-2023,Delivered,12376.83,Website,08-09-2023,0
2564,3045,4114,06-09-2023,Delivered,2854.68,Website,08-09-2023,0
2565,3847,5202,06-09-2023,Delivered,2141.46,Mobile App,08-09-2023,0
2566,4985,6722,06-09-2023,Delivered,7494.81,Mobile App,09-09-2023,5
2567,5903,7977,06-09-2023,Delivered,1938.63,Mobile App,09-09-2023,20
2568,6814,9204,06-09-2023,Delivered,2115.62,Website,13-09-2023,5
2569,7054,9525,06-09-2023,Delivered,2927.67,Website,12-09-2023,0
2570,7524,10175,06-09-2023,Delivered,2942.53,Mobile App,13-09-2023,0
2571,7802,10556,06-09-2023,Delivered,2540.95,Mobile App,08-09-2023,0
2572,7877,10655,06-09-2023,Delivered,7400.18,Website,09-09-2023,0
2573,8457,11452,06-09-2023,Delivered,1000.33,Mobile App,09-09-2023,5
2574,8652,11726,06-09-2023,Delivered,813.01,Mobile App,13-09-2023,0
2575,8790,11903,06-09-2023,Shipped,579.23,Website,09-09-2023,0
2576,9513,12882,06-09-2023,Delivered,2295.36,Website,12-09-2023,0
2577,393,535,07-09-2023,Delivered,2802.09,Website,12-09-2023,0
2578,911,1232,07-09-2023,Delivered,595.03,Website,13-09-2023,0
2579,1638,2217,07-09-2023,Shipped,1038.94,Website,09-09-2023,0
2580,1731,2340,07-09-2023,Delivered,2750.4,Website,11-09-2023,0
2581,2914,3940,07-09-2023,Delivered,2369.8,Mobile App,12-09-2023,0
2582,3353,4512,07-09-2023,Shipped,1517.3,Mobile App,10-09-2023,0
2583,4024,5429,07-09-2023,Delivered,2284.5,Mobile App,13-09-2023,0
2584,4370,5901,07-09-2023,Delivered,640.57,Website,13-09-2023,0
2585,7128,9626,07-09-2023,Delivered,940.19,Website,12-09-2023,0
2586,7370,9958,07-09-2023,Delivered,1085.57,Mobile App,11-09-2023,0
2587,7715,10435,07-09-2023,Delivered,1805.66,Website,10-09-2023,0
2588,9065,12276,07-09-2023,Delivered,11738.84,Mobile App,13-09-2023,5
2589,9853,13340,07-09-2023,Pending,11024.72,Website,12-09-2023,0
2590,656,889,08-09-2023,Delivered,2989.82,Website,12-09-2023,0
2591,2764,3731,08-09-2023,Shipped,6213.92,Website,11-09-2023,0
2592,3054,4125,08-09-2023,Delivered,5317.37,Website,14-09-2023,0
2593,3054,4125,08-09-2023,Delivered,348.13,Mobile App,10-09-2023,0
2594,4415,5965,08-09-2023,Delivered,3167.45,Website,11-09-2023,10
2595,4680,6318,08-09-2023,Delivered,6431.25,Website,10-09-2023,0
2596,4736,6390,08-09-2023,Delivered,2096.84,Website,11-09-2023,0
2597,4821,6511,08-09-2023,Delivered,4624.11,Mobile App,15-09-2023,5
2598,6102,8256,08-09-2023,Delivered,631.97,Website,12-09-2023,0
2599,6565,8879,08-09-2023,Delivered,8052.46,Website,10-09-2023,0
2600,7428,10046,08-09-2023,Delivered,9498.36,Website,12-09-2023,0
2601,7734,10464,08-09-2023,Delivered,2000.82,Website,10-09-2023,0
2602,29,34,09-09-2023,Delivered,11526.39,Mobile App,13-09-2023,20
2603,401,548,09-09-2023,Delivered,1817.47,Website,11-09-2023,0
2604,1799,2431,09-09-2023,Cancelled,301.74,Mobile App,14-09-2023,0
2605,2175,2935,09-09-2023,Delivered,8870.34,Website,11-09-2023,0
2606,2886,3902,09-09-2023,Shipped,12224.6,Website,13-09-2023,0
2607,4799,6482,09-09-2023,Delivered,282.44,Website,11-09-2023,0
2608,5585,7548,09-09-2023,Delivered,4503.19,Website,12-09-2023,5
2609,6367,8607,09-09-2023,Delivered,767.45,Website,12-09-2023,0
2610,7321,9899,09-09-2023,Delivered,9497.67,Website,11-09-2023,0
2611,7855,10630,09-09-2023,Delivered,14977.58,Website,15-09-2023,0
2612,7858,10633,09-09-2023,Delivered,839.25,Website,16-09-2023,0
2613,8546,11577,09-09-2023,Delivered,8352.46,Mobile App,13-09-2023,0
2614,8910,12070,09-09-2023,Delivered,279.45,Mobile App,15-09-2023,0
2615,9028,12228,09-09-2023,Delivered,1820.89,Mobile App,14-09-2023,10
2616,9354,12665,09-09-2023,Delivered,1993.28,Website,14-09-2023,0
2617,446,608,10-09-2023,Delivered,6329.32,Website,14-09-2023,0
2618,2645,3565,10-09-2023,Delivered,1532.85,Website,13-09-2023,0
2619,3940,5319,10-09-2023,Delivered,4528.61,Website,12-09-2023,0
2620,3975,5365,10-09-2023,Shipped,529.08,Website,15-09-2023,0
2621,4276,5779,10-09-2023,Delivered,5822.95,Website,14-09-2023,0
2622,5276,7147,10-09-2023,Delivered,450.55,Mobile App,16-09-2023,5
2623,5683,7687,10-09-2023,Delivered,7170.78,Mobile App,14-09-2023,0
2624,5956,8043,10-09-2023,Delivered,1781.29,Mobile App,16-09-2023,0
2625,6004,8121,10-09-2023,Delivered,524.92,Mobile App,12-09-2023,0
2626,6301,8519,10-09-2023,Pending,684.98,Mobile App,18-09-2023,20
2627,7593,10267,10-09-2023,Delivered,803.52,Mobile App,17-09-2023,0
2628,9283,12564,10-09-2023,Delivered,246.19,Mobile App,13-09-2023,0
2629,1645,2226,11-09-2023,Delivered,408.66,Mobile App,17-09-2023,10
2630,1878,2539,11-09-2023,Shipped,210.19,Mobile App,14-09-2023,5
2631,2824,3814,11-09-2023,Delivered,1059.47,Mobile App,15-09-2023,0
2632,3404,4582,11-09-2023,Shipped,2354.7,Website,16-09-2023,0
2633,8136,11004,11-09-2023,Delivered,233.94,Website,17-09-2023,10
2634,8256,11169,11-09-2023,Delivered,1035.37,Website,17-09-2023,0
2635,8816,11944,11-09-2023,Delivered,6377.11,Website,17-09-2023,0
2636,9637,13054,11-09-2023,Delivered,2313.95,Website,13-09-2023,5
2637,9858,13347,11-09-2023,Delivered,533.44,Mobile App,17-09-2023,10
2638,1314,1787,12-09-2023,Delivered,1954.71,Mobile App,19-09-2023,5
2639,2543,3432,12-09-2023,Delivered,1701.36,Website,16-09-2023,5
2640,6995,9441,12-09-2023,Delivered,238.27,Website,19-09-2023,0
2641,7814,10572,12-09-2023,Delivered,2313.16,Mobile App,18-09-2023,0
2642,7978,10788,12-09-2023,Delivered,9651.61,Mobile App,14-09-2023,0
2643,8060,10901,12-09-2023,Delivered,249.31,Mobile App,17-09-2023,5
2644,8443,11428,12-09-2023,Shipped,3033.53,Website,17-09-2023,0
2645,8477,11479,12-09-2023,Delivered,7667.86,Mobile App,15-09-2023,0
2646,9592,12991,12-09-2023,Delivered,783.24,Mobile App,19-09-2023,0
2647,2408,3256,13-09-2023,Pending,330.56,Website,18-09-2023,5
2648,2713,3652,13-09-2023,Delivered,661.08,Website,15-09-2023,5
2649,3873,5232,13-09-2023,Delivered,13686.7,Mobile App,15-09-2023,5
2650,7216,9749,13-09-2023,Delivered,2697.2,Website,15-09-2023,0
2651,8478,11481,13-09-2023,Delivered,685.02,Website,20-09-2023,0
2652,8887,12037,13-09-2023,Delivered,5765.57,Website,16-09-2023,0
2653,9886,13381,13-09-2023,Delivered,2007.52,Website,19-09-2023,0
2654,1187,1609,14-09-2023,Delivered,325.93,Mobile App,21-09-2023,0
2655,3959,5344,14-09-2023,Delivered,3698.25,Website,18-09-2023,0
2656,5691,7698,14-09-2023,Shipped,489.89,Mobile App,17-09-2023,0
2657,7760,10498,14-09-2023,Delivered,1021.17,Mobile App,19-09-2023,0
2658,8143,11014,14-09-2023,Delivered,348.43,Website,16-09-2023,0
2659,8751,11854,14-09-2023,Delivered,649.74,Mobile App,16-09-2023,20
2660,9411,12744,14-09-2023,Delivered,14039.81,Website,16-09-2023,0
2661,793,1080,15-09-2023,Delivered,7021.55,Website,22-09-2023,20
2662,929,1256,15-09-2023,Delivered,3532.88,Website,19-09-2023,0
2663,1989,2685,15-09-2023,Delivered,333.21,Website,17-09-2023,0
2664,2183,2944,15-09-2023,Pending,2714.72,Mobile App,21-09-2023,0
2665,5965,8058,15-09-2023,Delivered,988.88,Website,18-09-2023,0
