product_id,product_name,category_id,seller_id,brand,stock_keeping_unit,price,cost_price,discount_percentage,description,average_rating,total_reviews,launch_date,is_active
369,Minimalist Ultra Face Wash,5,72,Minimalist,BEA-MIN-00369,4818.0,3712.38,0,"Minimalist Face Wash designed for quality, durability and everyday use.",5.0,233,2021-06-25,True
370,Nike Advanced Yoga Mat,6,73,Nike,SPO-NIK-00370,21435.83,12785.22,0,"Nike Yoga Mat designed for quality, durability and everyday use.",4.8,770,2019-10-03,True
371,Puma Plus Dumbbells,6,73,Puma,SPO-PUM-00371,16729.73,9567.13,15,"Puma Dumbbells designed for quality, durability and everyday use.",4.6,37,2025-12-02,True
372,Adidas Eco Dumbbells,6,73,Adidas,SPO-ADI-00372,16342.56,9439.2,5,"Adidas Dumbbells designed for quality, durability and everyday use.",4.9,230,2022-01-08,True
373,Cosco Advanced Badminton Racket,6,73,Cosco,SPO-COS-00373,29900.62,23833.98,50,"Cosco Badminton Racket designed for quality, durability and everyday use.",5.0,81,2025-07-01,True
374,Cosco Smart Badminton Racket,6,73,Cosco,SPO-COS-00374,28787.46,21727.78,5,"Cosco Badminton Racket designed for quality, durability and everyday use.",3.9,85,2025-03-01,True
375,Puma Eco Football,6,73,Puma,SPO-PUM-00375,24752.22,16398.03,20,"Puma Football designed for quality, durability and everyday use.",4.6,337,2019-10-30,True
376,Nike Eco Cricket Bat,6,74,Nike,SPO-NIK-00376,16229.57,11978.72,5,"Nike Cricket Bat designed for quality, durability and everyday use.",4.4,507,2022-05-18,True
377,Cosco Classic Dumbbells,6,74,Cosco,SPO-COS-00377,22533.28,13432.68,10,"Cosco Dumbbells designed for quality, durability and everyday use.",4.7,342,2018-02-25,True
378,Cosco Plus Football,6,74,Cosco,SPO-COS-00378,24737.77,20366.51,10,"Cosco Football designed for quality, durability and everyday use.",4.6,44,2024-10-09,True
379,Nike Classic Badminton Racket,6,75,Nike,SPO-NIK-00379,22800.84,16546.17,15,"Nike Badminton Racket designed for quality, durability and everyday use.",5.0,208,2023-08-06,True
380,Puma Classic Badminton Racket,6,75,Puma,SPO-PUM-00380,8804.76,7290.41,5,"Puma Badminton Racket designed for quality, durability and everyday use.",4.1,706,2018-06-10,True
381,SG Eco Dumbbells,6,75,SG,SPO-SG-00381,9201.86,6811.34,5,"SG Dumbbells designed for quality, durability and everyday use.",4.0,22,2025-02-03,True
382,Nike Premium T-Shirt,2,76,Nike,FAS-NIK-00382,4709.93,3147.29,10,"Nike T-Shirt designed for quality, durability and everyday use.",5.0,316,2021-12-05,True
383,Zara Eco Hoodie,2,76,Zara,FAS-ZAR-00383,1396.9,845.4,15,"Zara Hoodie designed for quality, durability and everyday use.",4.8,682,2020-04-21,True
384,Allen Solly Pro T-Shirt,2,76,Allen Solly,FAS-ALL-00384,5471.98,3421.12,0,"Allen Solly T-Shirt designed for quality, durability and everyday use.",4.5,52,2025-01-01,True
385,Adidas Pro T-Shirt,2,76,Adidas,FAS-ADI-00385,5070.27,4157.8,5,"Adidas T-Shirt designed for quality, durability and everyday use.",4.6,217,2024-09-18,True
386,Allen Solly Max Dress,2,76,Allen Solly,FAS-ALL-00386,6519.29,5460.54,0,"Allen Solly Dress designed for quality, durability and everyday use.",4.8,90,2025-06-12,True
387,SG Advanced Yoga Mat,6,77,SG,SPO-SG-00387,14154.03,9308.01,5,"SG Yoga Mat designed for quality, durability and everyday use.",4.5,407,2020-06-16,True
388,Adidas Smart Badminton Racket,6,77,Adidas,SPO-ADI-00388,8265.42,6743.76,0,"Adidas Badminton Racket designed for quality, durability and everyday use.",5.0,786,2019-06-04,True
389,Cosco Elite Badminton Racket,6,77,Cosco,SPO-COS-00389,23191.41,14235.54,0,"Cosco Badminton Racket designed for quality, durability and everyday use.",4.8,30,2026-01-10,True
390,Loreal Plus Shampoo,5,78,Loreal,BEA-LOR-00390,3706.15,2361.93,10,"Loreal Shampoo designed for quality, durability and everyday use.",4.6,22,2025-10-25,True
391,Mamaearth Ultra Sunscreen,5,78,Mamaearth,BEA-MAM-00391,3822.45,2263.32,0,"Mamaearth Sunscreen designed for quality, durability and everyday use.",4.5,307,2023-10-27,True
392,Lakme Advanced Shampoo,5,78,Lakme,BEA-LAK-00392,1273.99,801.73,5,"Lakme Shampoo designed for quality, durability and everyday use.",4.4,119,2025-01-09,True
393,Samsung Max Laptop,1,79,Samsung,ELE-SAM-00393,17277.3,14522.13,15,"Samsung Laptop designed for quality, durability and everyday use.",4.8,34,2026-03-31,True
394,LG Max Keyboard,1,79,LG,ELE-LG-00394,88976.47,72913.37,0,"LG Keyboard designed for quality, durability and everyday use.",4.8,172,2024-04-01,True
395,Sony Advanced Mouse,1,79,Sony,ELE-SON-00395,133301.45,73579.64,25,"Sony Mouse designed for quality, durability and everyday use.",4.6,409,2022-11-19,True
396,Dell Ultra Tablet,1,79,Dell,ELE-DEL-00396,55609.0,42551.5,0,"Dell Tablet designed for quality, durability and everyday use.",4.8,306,2023-08-21,True
397,Asus Plus Smart Watch,1,79,Asus,ELE-ASU-00397,25864.45,20691.81,0,"Asus Smart Watch designed for quality, durability and everyday use.",5.0,128,2023-11-26,True
398,Nerf Premium Toy Car,7,80,Nerf,TOY-NER-00398,998.44,825.44,10,"Nerf Toy Car designed for quality, durability and everyday use.",4.7,398,2023-02-08,True
399,Lego Advanced Toy Car,7,80,Lego,TOY-LEG-00399,3111.32,2151.24,10,"Lego Toy Car designed for quality, durability and everyday use.",4.9,358,2023-10-20,True
400,Dettol Ultra Hand Sanitizer,9,81,Dettol,HEA-DET-00400,3648.52,2381.76,10,"Dettol Hand Sanitizer designed for quality, durability and everyday use.",4.5,147,2022-02-28,True
401,Dabur Ultra First Aid Kit,9,81,Dabur,HEA-DAB-00401,3067.0,1850.1,30,"Dabur First Aid Kit designed for quality, durability and everyday use.",4.5,148,2025-12-24,True
402,Himalaya Ultra First Aid Kit,9,81,Himalaya,HEA-HIM-00402,4519.73,3217.08,0,"Himalaya First Aid Kit designed for quality, durability and everyday use.",3.8,153,2025-06-02,True
403,Himalaya Smart First Aid Kit,9,81,Himalaya,HEA-HIM-00403,4698.27,3263.59,20,"Himalaya First Aid Kit designed for quality, durability and everyday use.",4.7,6,2026-03-25,True
404,Fortune Pro Rice,8,82,Fortune,GRO-FOR-00404,1216.67,867.63,5,"Fortune Rice designed for quality, durability and everyday use.",5.0,355,2023-01-15,True
405,Nestle Elite Rice,8,82,Nestle,GRO-NES-00405,1326.36,1003.17,5,"Nestle Rice designed for quality, durability and everyday use.",4.7,367,2021-06-03,True
406,Amul Max Coffee,8,82,Amul,GRO-AMU-00406,1243.17,1053.64,5,"Amul Coffee designed for quality, durability and everyday use.",4.9,30,2026-02-15,True
407,Nestle Advanced Coffee,8,82,Nestle,GRO-NES-00407,544.87,349.8,5,"Nestle Coffee designed for quality, durability and everyday use.",4.3,177,2023-09-01,True
408,Castrol Smart Engine Oil,10,83,Castrol,AUT-CAS-00408,25663.01,20166.62,20,"Castrol Engine Oil designed for quality, durability and everyday use.",4.5,142,2023-04-17,True
409,Bosch Ultra Engine Oil,10,83,Bosch,AUT-BOS-00409,23847.6,17410.5,0,"Bosch Engine Oil designed for quality, durability and everyday use.",4.8,2,2026-06-01,True
410,Michelin Eco Cleaning Kit,10,83,Michelin,AUT-MIC-00410,14680.23,12317.58,0,"Michelin Cleaning Kit designed for quality, durability and everyday use.",4.2,304,2022-10-09,True
411,GoMechanic Smart Car Cover,10,83,GoMechanic,AUT-GOM-00411,2163.66,1579.16,10,"GoMechanic Car Cover designed for quality, durability and everyday use.",4.8,488,2020-03-14,True
412,Bosch Classic Helmet,10,83,Bosch,AUT-BOS-00412,49842.45,39071.59,5,"Bosch Helmet designed for quality, durability and everyday use.",4.7,23,2025-11-26,True
413,Bosch Eco Engine Oil,10,83,Bosch,AUT-BOS-00413,14582.44,11650.34,30,"Bosch Engine Oil designed for quality, durability and everyday use.",4.7,97,2024-07-20,True
414,Pigeon Premium Induction Cooktop,3,84,Pigeon,HMK-PIG-00414,6897.13,4635.84,0,"Pigeon Induction Cooktop designed for quality, durability and everyday use.",5.0,645,2020-08-27,True
415,Borosil Pro Induction Cooktop,3,84,Borosil,HMK-BOR-00415,17507.7,14703.26,10,"Borosil Induction Cooktop designed for quality, durability and everyday use.",4.2,137,2025-07-28,True
416,Prestige Classic Pressure Cooker,3,84,Prestige,HMK-PRE-00416,6816.58,4531.68,20,"Prestige Pressure Cooker designed for quality, durability and everyday use.",4.8,145,2024-10-08,True
417,Borosil Premium Induction Cooktop,3,84,Borosil,HMK-BOR-00417,17670.05,11114.55,5,"Borosil Induction Cooktop designed for quality, durability and everyday use.",4.7,59,2024-12-01,True
418,Oxford Smart Textbook,4,85,Oxford,BOO-OXF-00418,1804.49,1138.13,30,"Oxford Textbook designed for quality, durability and everyday use.",4.4,71,2025-10-18,True
419,HarperCollins Smart Textbook,4,85,HarperCollins,BOO-HAR-00419,574.03,459.5,25,"HarperCollins Textbook designed for quality, durability and everyday use.",4.7,100,2023-09-03,True
420,McGraw Hill Premium Biography,4,85,McGraw Hill,BOO-MCG-00420,1563.85,1114.15,0,"McGraw Hill Biography designed for quality, durability and everyday use.",4.6,167,2025-10-05,True
421,McGraw Hill Eco Dictionary,4,85,McGraw Hill,BOO-MCG-00421,668.49,412.21,10,"McGraw Hill Dictionary designed for quality, durability and everyday use.",5.0,158,2025-09-06,True
422,H&M Ultra Shirt,2,86,H&M,FAS-H&M-00422,3820.41,2239.18,10,"H&M Shirt designed for quality, durability and everyday use.",4.8,355,2019-11-22,True
423,Nike Max Sneakers,2,86,Nike,FAS-NIK-00423,5018.39,3151.1,10,"Nike Sneakers designed for quality, durability and everyday use.",4.8,21,2026-06-09,True
424,Levis Smart Jacket,2,86,Levis,FAS-LEV-00424,3527.02,2735.76,5,"Levis Jacket designed for quality, durability and everyday use.",4.7,8,2026-03-16,False
425,Zara Classic Jeans,2,86,Zara,FAS-ZAR-00425,5850.28,4628.9,10,"Zara Jeans designed for quality, durability and everyday use.",4.1,604,2020-11-02,True
426,Asus Eco Tablet,1,87,Asus,ELE-ASU-00426,81029.42,52241.14,10,"Asus Tablet designed for quality, durability and everyday use.",4.8,263,2023-04-08,True
427,Dell Smart Laptop,1,87,Dell,ELE-DEL-00427,122445.07,84849.76,15,"Dell Laptop designed for quality, durability and everyday use.",4.6,264,2022-01-09,True
428,Lenovo Premium Monitor,1,87,Lenovo,ELE-LEN-00428,62940.61,41246.69,15,"Lenovo Monitor designed for quality, durability and everyday use.",4.5,11,2026-01-07,False
429,Lenovo Max Monitor,1,87,Lenovo,ELE-LEN-00429,101632.54,70761.47,20,"Lenovo Monitor designed for quality, durability and everyday use.",4.0,158,2024-08-09,True
430,Dell Elite Monitor,1,88,Dell,ELE-DEL-00430,95428.46,68850.8,25,"Dell Monitor designed for quality, durability and everyday use.",5.0,421,2021-04-12,True
431,Lenovo Plus Headphones,1,88,Lenovo,ELE-LEN-00431,97407.36,61500.52,10,"Lenovo Headphones designed for quality, durability and everyday use.",4.0,33,2026-04-17,True
432,LG Ultra Tablet,1,88,LG,ELE-LG-00432,128423.35,75450.26,5,"LG Tablet designed for quality, durability and everyday use.",4.8,167,2023-06-13,True
433,Nike Eco Jacket,2,89,Nike,FAS-NIK-00433,714.46,558.19,10,"Nike Jacket designed for quality, durability and everyday use.",3.5,206,2020-11-14,True
434,Levis Smart Sneakers,2,89,Levis,FAS-LEV-00434,2204.95,1400.7,15,"Levis Sneakers designed for quality, durability and everyday use.",4.9,77,2023-02-28,True
435,H&M Advanced Sneakers,2,89,H&M,FAS-H&M-00435,3897.39,3161.83,30,"H&M Sneakers designed for quality, durability and everyday use.",4.5,725,2020-12-28,True
436,SG Elite Badminton Racket,6,90,SG,SPO-SG-00436,15942.06,11826.75,5,"SG Badminton Racket designed for quality, durability and everyday use.",4.7,286,2023-07-03,True
437,Yonex Ultra Yoga Mat,6,90,Yonex,SPO-YON-00437,9455.4,5200.73,20,"Yonex Yoga Mat designed for quality, durability and everyday use.",4.1,353,2022-08-18,True
438,Yonex Pro Dumbbells,6,90,Yonex,SPO-YON-00438,769.41,522.53,5,"Yonex Dumbbells designed for quality, durability and everyday use.",4.8,333,2019-01-18,True
439,Cosco Elite Dumbbells,6,90,Cosco,SPO-COS-00439,7871.94,6017.95,15,"Cosco Dumbbells designed for quality, durability and everyday use.",4.1,552,2020-06-11,True
440,Cosco Pro Badminton Racket,6,90,Cosco,SPO-COS-00440,8897.97,6877.05,20,"Cosco Badminton Racket designed for quality, durability and everyday use.",4.7,74,2024-01-09,True
441,Asus Plus Headphones,1,91,Asus,ELE-ASU-00441,74815.41,48345.2,0,"Asus Headphones designed for quality, durability and everyday use.",3.7,448,2018-04-15,True
442,Asus Smart Laptop,1,91,Asus,ELE-ASU-00442,15349.15,8509.84,5,"Asus Laptop designed for quality, durability and everyday use.",4.7,115,2025-10-17,True
443,Samsung Classic Monitor,1,91,Samsung,ELE-SAM-00443,126844.85,105978.01,0,"Samsung Monitor designed for quality, durability and everyday use.",4.2,325,2019-04-27,True
444,Lenovo Premium Keyboard,1,91,Lenovo,ELE-LEN-00444,20050.31,15648.14,5,"Lenovo Keyboard designed for quality, durability and everyday use.",4.2,161,2023-03-10,True
445,Apple Advanced Smart Watch,1,91,Apple,ELE-APP-00445,59590.2,49958.29,30,"Apple Smart Watch designed for quality, durability and everyday use.",4.9,33,2026-01-30,True
446,Nivea Max Shampoo,5,92,Nivea,BEA-NIV-00446,4454.47,3604.1,5,"Nivea Shampoo designed for quality, durability and everyday use.",4.9,43,2024-10-26,True
447,Nivea Classic Moisturizer,5,92,Nivea,BEA-NIV-00447,2069.67,1289.25,40,"Nivea Moisturizer designed for quality, durability and everyday use.",4.5,9,2026-05-06,True
448,Lakme Ultra Shampoo,5,92,Lakme,BEA-LAK-00448,2574.61,1945.85,5,"Lakme Shampoo designed for quality, durability and everyday use.",3.7,90,2023-05-03,True
449,Maybelline Eco Sunscreen,5,92,Maybelline,BEA-MAY-00449,3988.61,2344.3,5,"Maybelline Sunscreen designed for quality, durability and everyday use.",3.6,246,2024-12-12,True
450,Minimalist Premium Shampoo,5,92,Minimalist,BEA-MIN-00450,3492.86,2296.38,0,"Minimalist Shampoo designed for quality, durability and everyday use.",4.0,163,2025-06-15,True
451,Adidas Ultra Badminton Racket,6,93,Adidas,SPO-ADI-00451,16536.81,10701.04,10,"Adidas Badminton Racket designed for quality, durability and everyday use.",4.0,10,2026-02-09,True
452,Adidas Pro Dumbbells,6,93,Adidas,SPO-ADI-00452,24672.85,17578.96,10,"Adidas Dumbbells designed for quality, durability and everyday use.",4.2,266,2024-01-15,True
453,Puma Smart Badminton Racket,6,93,Puma,SPO-PUM-00453,9960.48,5667.54,40,"Puma Badminton Racket designed for quality, durability and everyday use.",4.1,472,2022-10-15,True
454,Cosco Max Yoga Mat,6,93,Cosco,SPO-COS-00454,12589.23,8140.29,0,"Cosco Yoga Mat designed for quality, durability and everyday use.",4.4,342,2018-05-13,True
455,Adidas Advanced Football,6,93,Adidas,SPO-ADI-00455,6152.69,3442.71,15,"Adidas Football designed for quality, durability and everyday use.",4.7,16,2026-04-23,True
456,Adidas Classic Badminton Racket,6,93,Adidas,SPO-ADI-00456,886.04,732.14,15,"Adidas Badminton Racket designed for quality, durability and everyday use.",3.9,35,2025-08-16,True
457,Amul Premium Oil,8,94,Amul,GRO-AMU-00457,1656.1,1042.92,0,"Amul Oil designed for quality, durability and everyday use.",5.0,631,2021-03-18,True
458,Fortune Elite Coffee,8,94,Fortune,GRO-FOR-00458,419.45,296.91,5,"Fortune Coffee designed for quality, durability and everyday use.",4.4,462,2022-04-30,True
459,Nestle Advanced Oil,8,94,Nestle,GRO-NES-00459,1419.97,962.91,0,"Nestle Oil designed for quality, durability and everyday use.",4.2,106,2025-10-30,True
460,Nestle Advanced Coffee,8,94,Nestle,GRO-NES-00460,1870.36,1535.09,10,"Nestle Coffee designed for quality, durability and everyday use.",3.5,130,2025-04-24,True
461,Aashirvaad Smart Coffee,8,94,Aashirvaad,GRO-AAS-00461,1148.13,705.16,20,"Aashirvaad Coffee designed for quality, durability and everyday use.",3.9,309,2022-07-15,True
462,Tata Premium Milk Powder,8,94,Tata,GRO-TAT-00462,1966.77,1433.24,10,"Tata Milk Powder designed for quality, durability and everyday use.",3.5,327,2021-09-07,True
463,Aashirvaad Eco Coffee,8,95,Aashirvaad,GRO-AAS-00463,1134.83,939.39,0,"Aashirvaad Coffee designed for quality, durability and everyday use.",5.0,195,2023-10-11,True
464,Nestle Smart Atta,8,95,Nestle,GRO-NES-00464,549.68,351.85,10,"Nestle Atta designed for quality, durability and everyday use.",4.5,452,2020-06-07,True
465,Fortune Plus Tea,8,95,Fortune,GRO-FOR-00465,1648.05,953.58,15,"Fortune Tea designed for quality, durability and everyday use.",5.0,40,2025-02-20,True
466,Aashirvaad Elite Oil,8,95,Aashirvaad,GRO-AAS-00466,862.22,698.7,25,"Aashirvaad Oil designed for quality, durability and everyday use.",4.8,0,2026-05-18,True
467,Tata Eco Oil,8,96,Tata,GRO-TAT-00467,130.31,92.78,0,"Tata Oil designed for quality, durability and everyday use.",4.6,522,2020-04-13,False
468,Nestle Eco Coffee,8,96,Nestle,GRO-NES-00468,225.66,153.35,20,"Nestle Coffee designed for quality, durability and everyday use.",4.9,372,2022-09-01,True
469,Nestle Pro Tea,8,96,Nestle,GRO-NES-00469,215.9,151.25,20,"Nestle Tea designed for quality, durability and everyday use.",4.9,599,2021-02-09,True
470,Nestle Eco Atta,8,96,Nestle,GRO-NES-00470,1251.19,964.29,5,"Nestle Atta designed for quality, durability and everyday use.",5.0,215,2024-10-24,True
471,Tata Elite Rice,8,96,Tata,GRO-TAT-00471,875.9,573.27,5,"Tata Rice designed for quality, durability and everyday use.",4.5,333,2018-11-09,False
472,Yonex Ultra Badminton Racket,6,97,Yonex,SPO-YON-00472,13493.67,11162.83,5,"Yonex Badminton Racket designed for quality, durability and everyday use.",4.4,235,2020-06-24,True
473,Adidas Ultra Badminton Racket,6,97,Adidas,SPO-ADI-00473,26128.19,20799.09,0,"Adidas Badminton Racket designed for quality, durability and everyday use.",4.3,321,2022-07-10,True
474,Adidas Smart Badminton Racket,6,97,Adidas,SPO-ADI-00474,6512.14,4603.95,5,"Adidas Badminton Racket designed for quality, durability and everyday use.",4.6,402,2023-10-17,True
475,Cosco Premium Badminton Racket,6,97,Cosco,SPO-COS-00475,8035.96,4564.69,5,"Cosco Badminton Racket designed for quality, durability and everyday use.",4.3,415,2022-08-10,True
476,Nike Pro Dumbbells,6,97,Nike,SPO-NIK-00476,20057.96,16524.96,5,"Nike Dumbbells designed for quality, durability and everyday use.",5.0,198,2022-03-02,False
477,Zara Max T-Shirt,2,98,Zara,FAS-ZAR-00477,4031.9,2939.79,0,"Zara T-Shirt designed for quality, durability and everyday use.",4.9,45,2026-02-22,True
478,Adidas Pro Dress,2,98,Adidas,FAS-ADI-00478,2868.49,1916.21,0,"Adidas Dress designed for quality, durability and everyday use.",4.7,100,2024-09-11,False
479,Allen Solly Premium Sneakers,2,98,Allen Solly,FAS-ALL-00479,5118.6,4164.51,25,"Allen Solly Sneakers designed for quality, durability and everyday use.",4.1,426,2019-07-23,True
480,Puma Ultra Jacket,2,98,Puma,FAS-PUM-00480,976.02,648.72,40,"Puma Jacket designed for quality, durability and everyday use.",4.5,146,2024-04-10,True
481,Adidas Pro Jacket,2,98,Adidas,FAS-ADI-00481,7304.96,4739.35,10,"Adidas Jacket designed for quality, durability and everyday use.",4.9,241,2021-02-18,True
482,Mamaearth Elite Shampoo,5,99,Mamaearth,BEA-MAM-00482,4979.08,4196.04,0,"Mamaearth Shampoo designed for quality, durability and everyday use.",3.9,57,2024-10-12,True
483,Minimalist Ultra Face Wash,5,99,Minimalist,BEA-MIN-00483,1690.35,1375.76,15,"Minimalist Face Wash designed for quality, durability and everyday use.",4.2,125,2025-04-27,True
484,Minimalist Pro Sunscreen,5,99,Minimalist,BEA-MIN-00484,886.99,537.85,0,"Minimalist Sunscreen designed for quality, durability and everyday use.",5.0,17,2026-06-17,True
485,Mamaearth Plus Shampoo,5,99,Mamaearth,BEA-MAM-00485,1276.09,965.0,5,"Mamaearth Shampoo designed for quality, durability and everyday use.",4.4,140,2025-10-25,True
486,Nivea Elite Shampoo,5,99,Nivea,BEA-NIV-00486,2533.51,1497.95,0,"Nivea Shampoo designed for quality, durability and everyday use.",5.0,198,2023-01-31,True
487,Maybelline Smart Sunscreen,5,99,Maybelline,BEA-MAY-00487,3825.22,2179.77,30,"Maybelline Sunscreen designed for quality, durability and everyday use.",3.6,103,2025-09-30,True
488,Michelin Premium Tyre Inflator,10,100,Michelin,AUT-MIC-00488,30592.53,24391.38,15,"Michelin Tyre Inflator designed for quality, durability and everyday use.",4.7,38,2026-03-17,True
489,Bosch Classic Cleaning Kit,10,100,Bosch,AUT-BOS-00489,22854.67,18240.38,0,"Bosch Cleaning Kit designed for quality, durability and everyday use.",3.5,30,2025-03-21,True
490,GoMechanic Smart Engine Oil,10,100,GoMechanic,AUT-GOM-00490,14913.38,9983.2,5,"GoMechanic Engine Oil designed for quality, durability and everyday use.",4.1,95,2025-05-15,True
491,Bosch Ultra Cleaning Kit,10,100,Bosch,AUT-BOS-00491,23447.16,17440.71,0,"Bosch Cleaning Kit designed for quality, durability and everyday use.",4.6,522,2020-10-04,True
492,Michelin Ultra Engine Oil,10,100,Michelin,AUT-MIC-00492,22957.2,18801.61,25,"Michelin Engine Oil designed for quality, durability and everyday use.",4.0,868,2018-11-28,True
493,Castrol Classic Engine Oil,10,100,Castrol,AUT-CAS-00493,6151.16,4212.43,5,"Castrol Engine Oil designed for quality, durability and everyday use.",4.6,60,2025-11-13,True
494,Michelin Ultra Engine Oil,10,100,Michelin,AUT-MIC-00494,45656.51,32856.59,15,"Michelin Engine Oil designed for quality, durability and everyday use.",4.9,236,2024-01-02,True
495,Milton Advanced Storage Box,3,101,Milton,HMK-MIL-00495,7575.12,4576.95,25,"Milton Storage Box designed for quality, durability and everyday use.",3.7,172,2018-09-17,True
496,Pigeon Premium Induction Cooktop,3,101,Pigeon,HMK-PIG-00496,15395.61,10746.75,5,"Pigeon Induction Cooktop designed for quality, durability and everyday use.",4.4,40,2025-06-23,True
497,Prestige Eco Cookware Set,3,101,Prestige,HMK-PRE-00497,7313.77,5401.88,20,"Prestige Cookware Set designed for quality, durability and everyday use.",4.9,477,2020-04-22,True
498,Prestige Plus Storage Box,3,101,Prestige,HMK-PRE-00498,21031.35,13450.23,30,"Prestige Storage Box designed for quality, durability and everyday use.",5.0,81,2024-01-01,True
499,Borosil Plus Storage Box,3,101,Borosil,HMK-BOR-00499,14520.92,10435.51,40,"Borosil Storage Box designed for quality, durability and everyday use.",4.3,107,2023-03-15,True
500,Barbie Elite Puzzle,7,102,Barbie,TOY-BAR-00500,4247.89,2419.08,10,"Barbie Puzzle designed for quality, durability and everyday use.",4.9,174,2024-11-05,True
501,Funskool Plus Toy Car,7,102,Funskool,TOY-FUN-00501,479.29,345.76,40,"Funskool Toy Car designed for quality, durability and everyday use.",4.5,759,2019-12-07,True
502,Hot Wheels Plus Doll,7,102,Hot Wheels,TOY-HOT-00502,4269.43,2680.77,10,"Hot Wheels Doll designed for quality, durability and everyday use.",4.4,36,2026-06-12,True
503,Barbie Ultra Doll,7,102,Barbie,TOY-BAR-00503,4441.59,2752.97,5,"Barbie Doll designed for quality, durability and everyday use.",4.9,400,2022-08-10,True
504,Adidas Plus Hoodie,2,103,Adidas,FAS-ADI-00504,7992.2,5388.44,5,"Adidas Hoodie designed for quality, durability and everyday use.",4.5,387,2023-01-24,True
505,Puma Classic Sneakers,2,103,Puma,FAS-PUM-00505,2669.85,1874.25,5,"Puma Sneakers designed for quality, durability and everyday use.",5.0,141,2024-11-30,True
506,Allen Solly Ultra T-Shirt,2,103,Allen Solly,FAS-ALL-00506,1793.92,1435.4,30,"Allen Solly T-Shirt designed for quality, durability and everyday use.",4.6,390,2023-03-14,True
507,Adidas Advanced Shirt,2,103,Adidas,FAS-ADI-00507,7168.85,5097.7,5,"Adidas Shirt designed for quality, durability and everyday use.",4.2,326,2023-04-25,True
508,Zara Max Shirt,2,103,Zara,FAS-ZAR-00508,4574.86,2541.86,10,"Zara Shirt designed for quality, durability and everyday use.",4.7,56,2024-12-25,True
509,Puma Premium Hoodie,2,103,Puma,FAS-PUM-00509,2911.47,1929.06,10,"Puma Hoodie designed for quality, durability and everyday use.",4.9,192,2024-01-19,True
510,Horlicks Premium Hand Sanitizer,9,104,Horlicks,HEA-HOR-00510,1430.34,823.93,25,"Horlicks Hand Sanitizer designed for quality, durability and everyday use.",4.7,95,2024-09-11,True
511,Dabur Max Protein Powder,9,104,Dabur,HEA-DAB-00511,3946.23,3091.23,30,"Dabur Protein Powder designed for quality, durability and everyday use.",4.6,652,2019-05-10,True
512,Horlicks Eco First Aid Kit,9,104,Horlicks,HEA-HOR-00512,1620.76,1050.58,20,"Horlicks First Aid Kit designed for quality, durability and everyday use.",5.0,53,2025-11-23,True
513,Himalaya Elite First Aid Kit,9,104,Himalaya,HEA-HIM-00513,3597.02,2542.03,0,"Himalaya First Aid Kit designed for quality, durability and everyday use.",3.9,5,2026-05-02,True
514,Himalaya Eco Protein Powder,9,104,Himalaya,HEA-HIM-00514,3854.28,2981.93,0,"Himalaya Protein Powder designed for quality, durability and everyday use.",4.2,122,2024-03-05,True
515,Horlicks Eco Hand Sanitizer,9,104,Horlicks,HEA-HOR-00515,1663.83,1135.29,0,"Horlicks Hand Sanitizer designed for quality, durability and everyday use.",4.9,757,2020-02-01,True
516,Sony Pro Monitor,1,105,Sony,ELE-SON-00516,22950.41,17472.29,5,"Sony Monitor designed for quality, durability and everyday use.",4.8,486,2019-09-20,True
517,Samsung Premium Tablet,1,105,Samsung,ELE-SAM-00517,71668.87,53941.49,0,"Samsung Tablet designed for quality, durability and everyday use.",5.0,220,2024-01-02,True
518,Asus Pro Monitor,1,105,Asus,ELE-ASU-00518,51185.15,31194.49,20,"Asus Monitor designed for quality, durability and everyday use.",4.2,721,2019-04-22,True
519,Asus Advanced Smartphone,1,106,Asus,ELE-ASU-00519,47937.97,35633.52,20,"Asus Smartphone designed for quality, durability and everyday use.",4.6,375,2023-10-22,True
520,Sony Ultra Keyboard,1,106,Sony,ELE-SON-00520,105542.96,79110.17,20,"Sony Keyboard designed for quality, durability and everyday use.",4.0,93,2023-03-03,True
521,Sony Advanced Mouse,1,106,Sony,ELE-SON-00521,127173.41,80714.07,5,"Sony Mouse designed for quality, durability and everyday use.",4.5,47,2025-04-10,True
522,Apple Eco Headphones,1,106,Apple,ELE-APP-00522,70224.28,51064.34,5,"Apple Headphones designed for quality, durability and everyday use.",4.8,276,2022-09-14,True
523,HP Elite Keyboard,1,106,HP,ELE-HP-00523,85947.26,56094.36,15,"HP Keyboard designed for quality, durability and everyday use.",4.9,31,2026-03-21,True
524,Asus Eco Monitor,1,106,Asus,ELE-ASU-00524,16452.78,11246.54,5,"Asus Monitor designed for quality, durability and everyday use.",4.7,49,2026-05-06,True
525,Cello Premium Storage Box,3,107,Cello,HMK-CEL-00525,2718.06,2161.16,25,"Cello Storage Box designed for quality, durability and everyday use.",3.9,135,2023-01-01,True
526,Pigeon Pro Induction Cooktop,3,107,Pigeon,HMK-PIG-00526,10054.58,7273.28,0,"Pigeon Induction Cooktop designed for quality, durability and everyday use.",4.4,545,2021-09-15,True
527,Milton Plus Mixer,3,107,Milton,HMK-MIL-00527,698.92,591.23,10,"Milton Mixer designed for quality, durability and everyday use.",4.9,361,2022-01-26,True
